graphFileName,y_train,y_train_pred
Mo2C_001_3_Fe_0_O_0_5_6189.graphml,-3.12,-3.2432342
Mo2C_110_1_Au_1_O_0_3_25223.graphml,-4.093,-4.0740213
Mo2C_100_2_Zn_3_O_0_11_15275.graphml,-4.0489999999999995,-4.2392282
Mo2C_100_0_Pd_1_O_0_11_18240.graphml,-2.859,-2.83798
Mo2C_010_1_O_0_6_1350.graphml,-4.242,-4.5141406
Mo2C_011_4_Ti_0_O_0_2_26187.graphml,-4.919,-5.1109304
Mo2C_110_2_Au_1_O_0_6_12311.graphml,-2.69,-2.5238874
Mo2C_101_0_Re_0_O_0_4_7786.graphml,-1.3730000000000002,-1.553049
Mo2C_010_0_Fe_1_O_0_8_18849.graphml,-3.0410000000000004,-3.1089265
Mo2C_001_4_Ir_0_O_0_11_1252.graphml,-2.924,-2.806388
Mo2C_100_5_Ag_1_O_0_18_9950.graphml,-4.433,-4.5934396
Mo2C_100_1_Pt_0_O_0_2_10159.graphml,-2.8160000000000003,-2.7432063
Mo2C_100_2_Ta_3_O_0_9_20827.graphml,-5.27,-5.1988626
Mo2C_100_2_Ni_2_O_0_19_9006.graphml,-5.212999999999999,-4.6757474
Mo2C_110_5_Tc_1_O_0_3_11052.graphml,-2.475,-2.3161788
Mo2C_100_2_Nb_1_O_0_0_17247.graphml,-3.324,-3.524865
Mo2C_010_1_W_1_O_0_9_17452.graphml,-3.0780000000000003,-3.3755176
Mo2C_101_0_Pd_1_O_0_0_2844.graphml,-3.443,-3.3591018
Mo2C_001_5_Rh_0_O_0_6_23627.graphml,-4.298,-4.468362
Mo2C_101_7_Co_0_O_0_10_16611.graphml,-3.304,-3.3712308
Mo2C_101_7_W_0_O_0_5_4970.graphml,-3.161,-3.13968
Mo2C_100_0_Ti_2_O_0_3_9131.graphml,-3.443,-3.3162134
Mo2C_100_3_Cd_0_O_0_4_6729.graphml,-2.1830000000000003,-2.1029499
Mo2C_010_1_Ni_0_O_0_7_10164.graphml,-3.943,-3.927566
Mo2C_100_5_Cd_2_O_0_16_1727.graphml,-3.551,-3.7858317
Mo2C_100_3_Co_2_O_0_10_5749.graphml,-2.9930000000000003,-2.7642694
Mo2C_001_4_Ru_0_O_0_1_12444.graphml,-3.7,-3.688005
Mo2C_011_8_Ag_0_O_0_0_24412.graphml,-3.2310000000000003,-3.225114
Mo2C_101_0_W_0_O_0_10_459.graphml,-2.431,-2.18256
Mo2C_110_1_Fe_1_O_0_10_13483.graphml,-4.412,-4.560548
Mo2C_010_3_Ti_1_O_0_8_19144.graphml,-3.365,-3.5744739
Mo2C_100_3_W_0_O_0_4_21958.graphml,-3.609,-3.639486
Mo2C_110_2_O_0_14_1233.graphml,-3.727,-3.2049303
Mo2C_110_0_Rh_0_O_0_9_14035.graphml,-3.95,-4.08129
Mo2C_100_1_Zn_0_O_0_2_17007.graphml,-2.7569999999999997,-2.7166233
Mo2C_100_0_Cu_3_O_0_11_8967.graphml,-2.279,-2.002642
Mo2C_100_0_Zn_1_O_0_19_11835.graphml,-1.875,-2.0557365
Mo2C_010_0_Co_1_O_0_4_23042.graphml,-3.6060000000000003,-3.449052
Mo2C_100_5_W_2_O_0_3_639.graphml,-3.3310000000000004,-3.4226954
Mo2C_010_3_Cd_1_O_0_0_7580.graphml,-3.46,-3.4612749
Mo2C_100_5_Ni_1_O_0_15_17174.graphml,-4.6819999999999995,-4.7303066
Mo2C_110_1_V_1_O_0_1_26207.graphml,-4.417,-4.1341023
Mo2C_101_4_Cr_1_O_0_4_19827.graphml,-4.394,-4.2939806
Mo2C_110_1_W_1_O_0_5_14682.graphml,-4.417,-4.7429905
Mo2C_100_5_Cd_2_O_0_18_4644.graphml,-4.638999999999999,-4.759256
Mo2C_101_4_Cd_1_O_0_6_2263.graphml,-3.7060000000000004,-3.7066333
Mo2C_001_1_Os_0_O_0_7_25598.graphml,-2.8489999999999998,-2.7424362
Mo2C_100_2_Nb_1_O_0_21_5031.graphml,-4.899,-4.9783506
Mo2C_100_5_Ni_0_O_0_2_1193.graphml,-3.565,-3.428449
Mo2C_101_4_Co_1_O_0_1_22813.graphml,-4.635,-4.0395746
Mo2C_100_2_Ni_0_O_0_7_12143.graphml,-3.9819999999999998,-4.030061
Mo2C_101_0_Cd_0_O_0_10_15678.graphml,-2.205,-1.9118345
Mo2C_101_4_Os_1_O_0_3_25174.graphml,-2.0580000000000003,-1.9547012
Mo2C_110_5_Nb_1_O_0_3_22839.graphml,-2.36,-2.3617973
Mo2C_110_5_Au_0_O_0_11_12435.graphml,-2.545,-2.5982757
Mo2C_001_1_Zn_1_O_0_6_22253.graphml,-3.863,-3.853532
Mo2C_001_4_Ru_1_O_0_5_9738.graphml,-3.7239999999999998,-3.6432421
Mo2C_001_3_Cr_1_O_0_6_593.graphml,-3.0180000000000002,-3.1594207
Mo2C_010_2_Cd_1_O_0_4_25921.graphml,-3.986,-3.8576615
Mo2C_111_5_Co_0_O_0_0_21166.graphml,-2.07,-1.7694876
Mo2C_001_1_Cu_1_O_0_6_17212.graphml,-1.9369999999999998,-1.8046073
Mo2C_101_2_Pd_0_O_0_9_10016.graphml,-3.177,-3.0842998
Mo2C_100_0_Nb_0_O_0_12_17282.graphml,-3.83,-3.6705086
Mo2C_101_2_Cd_0_O_0_8_5006.graphml,-3.049,-2.993467
Mo2C_101_3_O_0_24_1275.graphml,-3.176,-3.184121
Mo2C_100_5_Os_2_O_0_9_20580.graphml,-4.269,-4.1165457
Mo2C_101_4_Tc_1_O_0_2_13960.graphml,-4.367,-4.0630713
Mo2C_100_2_Ir_1_O_0_9_670.graphml,-4.092,-3.8133452
Mo2C_100_5_Nb_0_O_0_4_17758.graphml,-4.824,-4.710269
Mo2C_100_0_Mn_3_O_0_21_6851.graphml,-2.31,-2.001664
Mo2C_010_1_W_0_O_0_9_11484.graphml,-3.008,-2.9607248
Mo2C_100_1_Ir_0_O_0_1_21552.graphml,-3.247,-3.0969098
Mo2C_101_0_Os_1_O_0_5_10982.graphml,-3.5439999999999996,-3.3484404
Mo2C_100_5_V_3_O_0_20_13143.graphml,-4.332,-4.7086096
Mo2C_101_2_Mn_0_O_0_2_17680.graphml,-2.898,-3.3902147
Mo2C_100_2_Ti_3_O_0_14_1096.graphml,-5.031000000000001,-4.85175
Mo2C_100_3_Ag_0_O_0_10_4752.graphml,-1.79,-1.8435395
Mo2C_101_5_Tc_1_O_0_6_25870.graphml,-1.732,-1.7168099
Mo2C_100_5_Re_0_O_0_8_7405.graphml,-4.652,-4.6731005
Mo2C_111_3_Ta_0_O_0_5_10115.graphml,-2.092,-2.1177948
Mo2C_100_5_Au_1_O_0_15_13917.graphml,-4.053,-4.265273
Mo2C_100_1_Re_1_O_0_5_17180.graphml,-2.55,-2.2760918
Mo2C_110_0_Zn_0_O_0_0_1207.graphml,-3.7239999999999998,-3.5819864
Mo2C_101_5_Cd_0_O_0_7_26621.graphml,-2.206,-1.9131231
Mo2C_100_2_Cd_1_O_0_0_45.graphml,-3.215,-3.330147
Mo2C_101_8_O_0_8_189.graphml,-3.784,-3.6803007
Mo2C_101_5_Re_1_O_0_1_3170.graphml,-4.205,-4.1116934
Mo2C_100_5_Fe_2_O_0_21_19709.graphml,-5.296,-4.6489425
Mo2C_110_5_Au_0_O_0_7_3078.graphml,-3.9219999999999997,-3.9794655
Mo2C_100_5_Tc_2_O_0_5_23278.graphml,-4.231,-4.1498637
Mo2C_100_2_Zn_0_O_0_18_8719.graphml,-3.873,-4.212675
Mo2C_101_5_Ni_0_O_0_5_14803.graphml,-3.932,-4.0873246
Mo2C_101_2_Ta_1_O_0_1_11106.graphml,-5.162999999999999,-5.060186
Mo2C_100_0_Cu_2_O_0_13_9945.graphml,-3.0580000000000003,-2.8656075
Mo2C_001_2_Pd_1_O_0_0_10327.graphml,-3.51,-3.4556882
Mo2C_010_2_Zn_0_O_0_8_13874.graphml,-3.424,-3.1738708
Mo2C_100_0_Pt_0_O_0_8_22829.graphml,-2.89,-2.8377664
Mo2C_100_5_Cd_0_O_0_22_20684.graphml,-4.0569999999999995,-3.9113727
Mo2C_100_5_Au_2_O_0_1_19381.graphml,-5.003,-4.766969
Mo2C_101_4_Au_1_O_0_2_17588.graphml,-3.1489999999999996,-3.3706307
Mo2C_101_4_Ni_1_O_0_1_23618.graphml,-4.494,-4.461609
Mo2C_111_4_Pd_0_O_0_2_19317.graphml,-2.023,-1.7964574
Mo2C_110_5_Pd_0_O_0_3_2972.graphml,-2.603,-2.7596571
Mo2C_100_3_Re_2_O_0_7_11652.graphml,-3.142,-2.9805572
Mo2C_101_9_O_0_35_325.graphml,-3.569,-3.852718
Mo2C_110_4_Cr_1_O_0_9_482.graphml,-2.259,-1.9972329
Mo2C_100_2_Tc_0_O_0_9_23275.graphml,-4.781000000000001,-4.7344522
Mo2C_010_1_Tc_1_O_0_2_10056.graphml,-2.964,-3.1943738
Mo2C_001_4_Ta_1_O_0_7_17764.graphml,-5.1979999999999995,-5.1505213
Mo2C_001_4_Re_0_O_0_9_4830.graphml,-2.667,-2.7857835
Mo2C_001_5_Cd_0_O_0_0_6428.graphml,-3.17,-2.9366338
Mo2C_101_7_Ni_1_O_0_8_15156.graphml,-3.7510000000000003,-3.4428868
Mo2C_100_3_Rh_3_O_0_3_935.graphml,-3.5860000000000003,-3.450247
Mo2C_010_0_V_1_O_0_7_7109.graphml,-4.959,-4.871909
Mo2C_111_4_Mn_0_O_0_0_16727.graphml,-2.741,-2.5304933
Mo2C_011_5_O_0_16_20.graphml,-3.602,-3.7567222
Mo2C_100_0_Ni_2_O_0_23_21193.graphml,-3.6630000000000003,-3.597994
Mo2C_100_2_Co_2_O_0_18_26320.graphml,-3.594,-3.6855536
Mo2C_010_3_Ru_1_O_0_1_25126.graphml,-3.7439999999999998,-3.7695444
Mo2C_111_9_Os_0_O_0_3_2968.graphml,-3.19,-3.1169648
Mo2C_001_4_Ag_0_O_0_10_5892.graphml,-2.38,-2.4095924
Mo2C_100_3_Ni_2_O_0_10_501.graphml,-2.984,-2.8652468
Mo2C_100_2_Co_0_O_0_7_19455.graphml,-3.8989999999999996,-4.0496464
Mo2C_001_4_O_0_2_1737.graphml,-3.373,-3.232939
Mo2C_101_4_Ru_0_O_0_11_2716.graphml,-3.555,-3.3957725
Mo2C_110_2_Cu_1_O_0_7_7310.graphml,-4.244,-4.2930646
Mo2C_100_5_Pd_1_O_0_14_15946.graphml,-4.313,-4.475667
Mo2C_110_2_Tc_1_O_0_1_8178.graphml,-2.917,-2.9034584
Mo2C_100_0_Co_1_O_0_13_16635.graphml,-3.832,-3.767546
Mo2C_010_1_Nb_1_O_0_9_13123.graphml,-1.1540000000000001,-0.77844054
Mo2C_100_5_Cd_2_O_0_14_1342.graphml,-4.843,-4.7652817
Mo2C_111_5_Tc_0_O_0_2_20291.graphml,-3.7760000000000002,-3.9543273
Mo2C_101_2_Ta_1_O_0_11_22693.graphml,-3.4330000000000003,-3.5796373
Mo2C_100_0_Fe_2_O_0_1_22694.graphml,-3.6069999999999998,-3.5349567
Mo2C_100_0_Cd_1_O_0_12_20262.graphml,-2.67,-2.4826193
Mo2C_101_9_Pd_0_O_0_1_3233.graphml,-3.6060000000000003,-3.5098405
Mo2C_101_4_V_0_O_0_2_24300.graphml,-5.03,-4.8895664
Mo2C_001_4_O_0_3_689.graphml,-4.0760000000000005,-4.1370673
Mo2C_101_8_O_0_13_68.graphml,-2.6719999999999997,-2.689543
Mo2C_011_8_Ru_0_O_0_1_7374.graphml,-2.88,-2.6155732
Mo2C_101_5_Ag_0_O_0_4_22790.graphml,-4.093,-3.7242253
Mo2C_100_0_Co_2_O_0_8_4955.graphml,-2.891,-2.4702094
Mo2C_101_6_O_0_37_856.graphml,-1.735,-1.4891769
Mo2C_100_5_Ta_3_O_0_14_18529.graphml,-5.271,-4.938949
Mo2C_110_1_Os_1_O_0_1_22457.graphml,-3.418,-3.4593549
Mo2C_100_2_Ti_2_O_0_2_8724.graphml,-5.234,-5.052216
Mo2C_110_5_Ru_1_O_0_6_8768.graphml,-4.145,-4.168628
Mo2C_011_7_Au_0_O_0_2_12575.graphml,-3.36,-3.3285491
Mo2C_010_0_Nb_0_O_0_4_13619.graphml,-4.91,-4.9260073
Mo2C_001_5_Re_1_O_0_4_25821.graphml,-4.338,-4.5394363
Mo2C_101_2_Co_0_O_0_2_9564.graphml,-3.72,-3.6167252
Mo2C_101_0_W_0_O_0_4_22811.graphml,-1.25,-1.1426693
Mo2C_100_5_O_0_9_1075.graphml,-4.548,-4.543788
Mo2C_100_5_Zn_0_O_0_22_6457.graphml,-4.369,-4.5145864
Mo2C_100_0_Pd_2_O_0_2_12698.graphml,-3.813,-3.7771134
Mo2C_001_5_Fe_1_O_0_3_22287.graphml,-4.171,-4.2187686
Mo2C_101_4_Ru_0_O_0_5_20581.graphml,-3.554,-3.4667966
Mo2C_100_2_Nb_2_O_0_3_14362.graphml,-3.44,-3.3926384
Mo2C_110_4_Ag_0_O_0_11_8697.graphml,-2.137,-2.0369763
Mo2C_001_2_Tc_1_O_0_1_24230.graphml,-3.6289999999999996,-3.6069376
Mo2C_111_6_Ir_0_O_0_3_14800.graphml,-4.127,-4.045665
Mo2C_101_9_Ag_1_O_0_1_11994.graphml,-3.7510000000000003,-3.5108871
Mo2C_110_0_Au_0_O_0_4_6016.graphml,-4.478,-4.4595203
Mo2C_110_0_Cu_1_O_0_4_5567.graphml,-4.651,-4.841055
Mo2C_101_2_V_1_O_0_11_7116.graphml,-3.5210000000000004,-3.5959847
Mo2C_100_3_W_0_O_0_17_23126.graphml,-3.3510000000000004,-3.265384
Mo2C_100_0_Cd_2_O_0_16_15332.graphml,-3.312,-3.1646926
Mo2C_101_2_Ir_0_O_0_2_22551.graphml,-3.551,-3.32877
Mo2C_100_2_Cu_0_O_0_21_13677.graphml,-3.815,-4.0661454
Mo2C_100_3_Rh_2_O_0_19_23354.graphml,-2.7439999999999998,-2.7198765
Mo2C_100_1_Pd_1_O_0_1_18675.graphml,-3.734,-3.4840493
Mo2C_100_4_V_0_O_0_2_13984.graphml,-3.3089999999999997,-3.4337566
Mo2C_101_5_Pt_1_O_0_10_8517.graphml,-1.847,-1.8797622
Mo2C_111_1_Ti_0_O_0_0_23528.graphml,-2.9389999999999996,-2.153804
Mo2C_100_3_Ti_2_O_0_18_13766.graphml,-3.278,-3.413506
Mo2C_100_5_W_2_O_0_12_18485.graphml,-4.657,-4.645962
Mo2C_011_8_Pd_0_O_0_3_2497.graphml,-2.9219999999999997,-2.971122
Mo2C_011_1_O_0_10_483.graphml,-4.475,-4.6221933
Mo2C_110_2_Os_1_O_0_3_1260.graphml,-3.609,-3.6241908
Mo2C_111_1_Rh_0_O_0_5_8120.graphml,-4.971,-4.909873
Mo2C_100_5_Ni_0_O_0_20_6870.graphml,-3.977,-4.0907054
Mo2C_001_2_Ag_1_O_0_5_19849.graphml,-3.2460000000000004,-3.251126
Mo2C_110_5_Cu_0_O_0_7_16277.graphml,-4.28,-4.2860365
Mo2C_100_2_Rh_1_O_0_9_15170.graphml,-4.381,-4.2106943
Mo2C_001_0_Tc_1_O_0_4_24689.graphml,-1.545,-1.3718835
Mo2C_011_10_O_0_31_881.graphml,-4.655,-4.5162287
Mo2C_100_0_Zn_0_O_0_3_2557.graphml,-3.516,-3.3234541
Mo2C_011_0_Nb_0_O_0_0_17250.graphml,-4.808,-4.0479083
Mo2C_101_3_O_0_23_12.graphml,-2.127,-2.228996
Mo2C_011_1_Pd_0_O_0_0_15556.graphml,-3.8680000000000003,-3.846512
Mo2C_111_6_Au_0_O_0_1_18743.graphml,-2.358,-2.3020458
Mo2C_011_1_O_0_28_698.graphml,-2.773,-2.864428
Mo2C_100_2_Mn_1_O_0_2_20730.graphml,-3.545,-3.5915153
Mo2C_101_7_Ni_1_O_0_9_26181.graphml,-3.752,-3.5470393
Mo2C_110_5_Pd_1_O_0_8_23899.graphml,-2.892,-2.9785376
Mo2C_110_2_Nb_1_O_0_3_21812.graphml,-4.401,-4.2078953
Mo2C_010_2_W_0_O_0_3_12687.graphml,-4.763,-4.7943172
Mo2C_100_5_V_1_O_0_21_24020.graphml,-4.648,-4.7275295
Mo2C_101_5_O_0_26_1881.graphml,-2.1919999999999997,-2.1740725
Mo2C_100_2_Fe_3_O_0_18_12718.graphml,-3.7,-4.6489425
Mo2C_100_2_Ag_0_O_0_12_21907.graphml,-4.433,-4.562675
Mo2C_100_2_Ta_1_O_0_8_13083.graphml,-5.289,-5.0938997
Mo2C_110_3_Cd_1_O_0_8_7746.graphml,-2.351,-2.1661258
Mo2C_110_0_V_0_O_0_9_8776.graphml,-4.069,-3.8646705
Mo2C_100_0_Ag_1_O_0_2_2343.graphml,-3.503,-3.3629994
Mo2C_010_3_Os_0_O_0_1_3570.graphml,-4.223,-4.2336035
Mo2C_100_4_Ru_0_O_0_1_4822.graphml,-4.207,-4.197507
Mo2C_100_5_Ru_0_O_0_15_3954.graphml,-4.506,-4.4984097
Mo2C_111_9_Cu_0_O_0_3_12707.graphml,-3.092,-3.214677
Mo2C_100_5_V_2_O_0_6_1067.graphml,-4.7860000000000005,-5.0147934
Mo2C_100_0_Cr_3_O_0_5_9594.graphml,-3.303,-3.4205596
Mo2C_100_5_V_3_O_0_15_12041.graphml,-5.118,-5.046051
Mo2C_100_5_Ta_0_O_0_15_10014.graphml,-5.313,-5.075093
Mo2C_101_5_Ni_0_O_0_7_26305.graphml,-2.2640000000000002,-1.8817639
Mo2C_111_1_Cd_0_O_0_2_6441.graphml,-3.9930000000000003,-4.1030803
Mo2C_100_2_Ru_3_O_0_7_14437.graphml,-4.01,-4.527625
Mo2C_001_1_Pd_1_O_0_3_19527.graphml,-3.803,-3.7097638
Mo2C_001_1_Cr_1_O_0_6_8976.graphml,-4.537,-4.623276
Mo2C_101_2_Ir_1_O_0_11_4394.graphml,-3.498,-3.424873
Mo2C_100_3_Ag_3_O_0_8_2831.graphml,-3.011,-2.8033013
Mo2C_100_3_Zn_0_O_0_2_7137.graphml,-3.228,-3.1181576
Mo2C_100_3_Au_1_O_0_4_19812.graphml,-1.7590000000000001,-1.8759016
Mo2C_001_0_Fe_1_O_0_2_12654.graphml,-3.418,-3.2432554
Mo2C_100_5_Cd_2_O_0_10_5059.graphml,-3.5780000000000003,-3.9732842
Mo2C_100_5_Pd_0_O_0_4_468.graphml,-3.971,-4.111845
Mo2C_111_4_Rh_0_O_0_1_25515.graphml,-2.488,-2.5174778
Mo2C_100_2_Pd_0_O_0_4_22984.graphml,-3.968,-4.1512566
Mo2C_100_2_Fe_3_O_0_2_17692.graphml,-3.5,-3.628957
Mo2C_011_9_Nb_0_O_0_0_15374.graphml,-3.944,-4.0035906
Mo2C_100_5_Cu_3_O_0_2_1673.graphml,-3.467,-3.3697221
Mo2C_010_0_Ti_1_O_0_8_20802.graphml,-3.005,-2.8268309
Mo2C_111_0_Cr_0_O_0_0_23586.graphml,-5.229,-5.2385273
Mo2C_100_5_W_3_O_0_21_22628.graphml,-4.644,-4.456273
Mo2C_010_0_Ti_0_O_0_8_6261.graphml,-2.685,-2.6670597
Mo2C_100_3_Os_2_O_0_10_16362.graphml,-2.6439999999999997,-2.706829
Mo2C_100_5_Au_3_O_0_20_23594.graphml,-4.753,-4.9021397
Mo2C_001_1_Ni_1_O_0_7_22751.graphml,-1.817,-1.4831737
Mo2C_011_11_O_0_11_1306.graphml,-3.0239999999999996,-2.816992
Mo2C_101_9_V_0_O_0_0_18943.graphml,-5.026,-5.1776934
Mo2C_100_5_Tc_2_O_0_21_10417.graphml,-4.189,-3.7853072
Mo2C_101_7_Os_0_O_0_0_6653.graphml,-3.701,-3.6855514
Mo2C_100_2_Tc_3_O_0_12_2525.graphml,-4.718,-4.4135075
Mo2C_111_6_Tc_0_O_0_1_1780.graphml,-2.282,-2.2530475
Mo2C_110_5_Pt_1_O_0_7_22101.graphml,-3.447,-3.4843717
Mo2C_100_5_Ti_2_O_0_22_10540.graphml,-5.031000000000001,-4.807173
Mo2C_010_0_Rh_0_O_0_0_23592.graphml,-3.8360000000000003,-4.0072737
Mo2C_100_3_Ir_1_O_0_12_25331.graphml,-3.065,-3.1739404
Mo2C_011_0_Nb_0_O_0_3_23488.graphml,-4.624,-4.7821407
Mo2C_100_5_Cr_2_O_0_8_19681.graphml,-5.172000000000001,-4.896989
Mo2C_110_2_Pt_0_O_0_10_18561.graphml,-2.8510000000000004,-2.6383617
Mo2C_101_5_Nb_0_O_0_7_25664.graphml,-2.4130000000000003,-2.4496868
Mo2C_110_5_Au_0_O_0_3_8870.graphml,-1.693,-1.7120253
Mo2C_011_4_O_0_36_1700.graphml,-4.361000000000001,-4.034632
Mo2C_010_3_Au_0_O_0_8_19443.graphml,-3.281,-3.3432138
Mo2C_110_1_Zn_1_O_0_3_4931.graphml,-3.7489999999999997,-3.608566
Mo2C_111_0_Re_0_O_0_5_12607.graphml,-4.408,-4.4873238
Mo2C_101_9_Fe_0_O_0_10_284.graphml,-3.463,-3.4882352
Mo2C_001_4_Os_0_O_0_6_16719.graphml,-2.827,-2.7778707
Mo2C_011_1_Au_0_O_0_1_17621.graphml,-3.025,-2.975528
Mo2C_001_5_Ti_1_O_0_4_10352.graphml,-4.185,-4.1400156
Mo2C_100_3_Ti_2_O_0_23_18164.graphml,-3.5589999999999997,-3.411582
Mo2C_100_2_Tc_1_O_0_0_4198.graphml,-3.324,-3.213869
Mo2C_100_0_Pt_0_O_0_0_10374.graphml,-3.721,-3.7355738
Mo2C_110_5_Ag_1_O_0_1_24577.graphml,-4.098,-3.9705408
Mo2C_100_5_Ni_1_O_0_21_4771.graphml,-4.663,-4.090705
Mo2C_100_2_Pt_1_O_0_23_13869.graphml,-3.785,-3.8523412
Mo2C_100_5_Pd_1_O_0_19_7086.graphml,-3.97,-3.8952115
Mo2C_110_2_Pt_1_O_0_1_17523.graphml,-3.114,-3.1408627
Mo2C_011_6_Cu_0_O_0_1_10269.graphml,-4.7139999999999995,-4.7462583
Mo2C_100_5_O_0_8_301.graphml,-3.985,-4.543788
Mo2C_001_0_V_0_O_0_2_15582.graphml,-3.278,-3.3507805
Mo2C_100_3_Mn_2_O_0_21_4447.graphml,-3.0269999999999997,-2.8152516
Mo2C_101_7_Co_1_O_0_11_8955.graphml,-3.125,-3.2160919
Mo2C_101_2_Pt_0_O_0_8_25081.graphml,-3.178,-3.0634656
Mo2C_100_5_V_3_O_0_0_6963.graphml,-3.489,-3.605543
Mo2C_101_2_Zn_0_O_0_10_5640.graphml,-3.685,-3.6055117
Mo2C_110_1_Re_0_O_0_2_21788.graphml,-3.9789999999999996,-4.0194106
Mo2C_101_5_Ta_1_O_0_9_25756.graphml,-1.235,-1.2308424
Mo2C_001_2_Ru_1_O_0_0_6192.graphml,-3.6260000000000003,-3.6483145
Mo2C_111_0_Ru_0_O_0_3_22173.graphml,-4.223,-4.3525286
Mo2C_110_5_Co_1_O_0_7_7948.graphml,-3.573,-3.590927
Mo2C_100_5_Co_3_O_0_2_25557.graphml,-3.497,-3.706157
Mo2C_111_4_O_0_34_369.graphml,-2.775,-2.4225016
Mo2C_001_4_Mn_0_O_0_4_9995.graphml,-4.157,-4.3467298
Mo2C_101_0_Ru_1_O_0_0_11881.graphml,-3.4389999999999996,-3.2839086
Mo2C_110_5_Ir_1_O_0_8_10301.graphml,-3.06,-3.0623786
Mo2C_110_2_V_1_O_0_5_21485.graphml,-4.1080000000000005,-4.3573337
Mo2C_100_1_Pt_0_O_0_5_322.graphml,-2.356,-2.426954
Mo2C_111_9_Au_0_O_0_1_22977.graphml,-3.97,-4.1655087
Mo2C_001_4_Au_0_O_0_5_23603.graphml,-3.733,-3.793764
Mo2C_100_5_Ru_2_O_0_22_17178.graphml,-5.192,-4.742282
Mo2C_001_1_Cu_1_O_0_3_22068.graphml,-3.858,-3.843018
Mo2C_001_5_Ni_1_O_0_1_25699.graphml,-4.058,-4.036566
Mo2C_111_5_O_0_38_615.graphml,-4.277,-4.2912254
Mo2C_100_5_Fe_3_O_0_9_15730.graphml,-5.295,-5.0610337
Mo2C_100_5_Pd_2_O_0_21_16896.graphml,-5.122000000000001,-4.783888
Mo2C_101_4_V_1_O_0_11_8639.graphml,-3.497,-3.3865933
Mo2C_100_0_V_3_O_0_16_6222.graphml,-3.3369999999999997,-3.3662143
Mo2C_001_4_Re_1_O_0_5_4217.graphml,-4.095,-4.1887746
Mo2C_011_11_Ru_0_O_0_0_22972.graphml,-4.083,-3.860557
Mo2C_001_4_Ta_1_O_0_2_14535.graphml,-5.176,-5.1925063
Mo2C_100_2_Ru_1_O_0_9_5544.graphml,-4.506,-4.4984097
Mo2C_111_8_O_0_27_1651.graphml,-4.986000000000001,-5.173814
Mo2C_100_0_Ta_1_O_0_15_2806.graphml,-3.952,-4.157112
Mo2C_011_4_Cr_0_O_0_1_4411.graphml,-2.9930000000000003,-3.0593784
Mo2C_101_2_Rh_1_O_0_8_17650.graphml,-3.0639999999999996,-3.2890491
Mo2C_100_5_Nb_2_O_0_22_25982.graphml,-4.916,-4.7005525
Mo2C_110_5_Tc_0_O_0_0_3828.graphml,-3.801,-3.7667015
Mo2C_101_5_Pd_0_O_0_4_25341.graphml,-3.948,-3.8281841
Mo2C_001_0_Rh_0_O_0_5_5935.graphml,-1.013,-0.80767393
Mo2C_110_0_Re_0_O_0_7_17999.graphml,-3.91,-4.0850143
Mo2C_110_3_Ru_0_O_0_8_10526.graphml,-2.156,-1.8862276
Mo2C_100_3_Co_0_O_0_7_5839.graphml,-3.832,-3.7675462
Mo2C_100_5_Ag_3_O_0_15_14197.graphml,-4.99,-4.4382725
Mo2C_101_4_O_0_41_1406.graphml,-4.31,-4.3041816
Mo2C_011_0_Ti_0_O_0_2_9040.graphml,-3.912,-3.923968
Mo2C_100_0_Ir_2_O_0_0_5343.graphml,-3.859,-3.5760748
Mo2C_111_3_O_0_14_1477.graphml,-2.9130000000000003,-2.9314716
Mo2C_100_2_Ti_1_O_0_5_708.graphml,-5.098,-4.6882772
Mo2C_111_2_O_0_13_1753.graphml,-1.554,-1.5725033
Mo2C_001_4_Ir_1_O_0_7_4344.graphml,-3.418,-3.0388417
Mo2C_100_3_Cd_2_O_0_3_14255.graphml,-3.313,-3.118305
Mo2C_100_3_Cd_1_O_0_3_12407.graphml,-3.202,-3.2314875
Mo2C_111_7_O_0_16_740.graphml,-2.548,-2.5115912
Mo2C_100_3_Co_3_O_0_20_23796.graphml,-1.791,-1.8674693
Mo2C_100_0_Re_0_O_0_21_23770.graphml,-2.923,-2.914056
Mo2C_001_5_Zn_1_O_0_1_17018.graphml,-3.3960000000000004,-3.4133081
Mo2C_100_3_Co_0_O_0_18_4439.graphml,-3.557,-3.720378
Mo2C_100_5_Cu_0_O_0_5_24782.graphml,-4.041,-4.0952277
Mo2C_101_9_Mn_0_O_0_7_17592.graphml,-4.245,-4.2104173
Mo2C_110_5_Os_0_O_0_8_19678.graphml,-2.524,-2.4482443
Mo2C_100_0_Cr_0_O_0_0_9366.graphml,-2.097,-2.198768
Mo2C_010_1_Pt_0_O_0_8_11540.graphml,-3.4530000000000003,-3.4262254
Mo2C_010_0_Au_1_O_0_1_5221.graphml,-3.625,-3.5861833
Mo2C_100_2_Cu_3_O_0_9_12240.graphml,-4.898,-4.830759
Mo2C_010_0_Ir_0_O_0_4_8933.graphml,-2.802,-2.8539314
Mo2C_010_3_Rh_0_O_0_6_17344.graphml,-2.722,-2.7346594
Mo2C_001_0_O_0_3_109.graphml,-2.333,-2.3461883
Mo2C_110_4_Nb_0_O_0_9_2689.graphml,-2.077,-2.2525368
Mo2C_110_4_Cr_0_O_0_5_10657.graphml,-2.068,-2.2274334
