graphFileName,y_test,y_test_pred
Mo2C_010_1_Ti_0_O_0_0_20547.graphml,-4.148,-2.7108843
Mo2C_110_5_Cu_1_O_0_6_12788.graphml,-4.281000000000001,-4.286037
Mo2C_011_3_O_0_4_782.graphml,-4.7860000000000005,-4.636397
Mo2C_001_0_Co_0_O_0_1_14961.graphml,-2.795,-2.8481302
Mo2C_001_2_Pd_1_O_0_5_26449.graphml,-3.68,-3.6785827
Mo2C_100_0_Fe_2_O_0_2_13169.graphml,-3.2680000000000002,-3.2026088
Mo2C_011_2_O_0_1_1955.graphml,-4.938,-5.000618
Mo2C_111_6_Ir_0_O_0_5_25404.graphml,-4.008,-3.9537392
Mo2C_001_4_Mn_1_O_0_3_15862.graphml,-1.66,-1.5079058
Mo2C_110_3_Pt_1_O_0_11_20400.graphml,-2.8369999999999997,-2.8657181
Mo2C_111_6_O_0_36_1369.graphml,-3.892,-3.745321
Mo2C_100_5_Ti_3_O_0_3_1710.graphml,-5.234,-5.0522165
Mo2C_100_5_Pt_1_O_0_11_19401.graphml,-3.514,-3.8950977
Mo2C_100_0_Ir_3_O_0_17_17495.graphml,-3.853,-3.6143816
Mo2C_100_2_Nb_0_O_0_5_6180.graphml,-4.375,-4.7102685
Mo2C_100_5_Rh_3_O_0_21_16190.graphml,-3.824,-3.9912772
Mo2C_001_5_Ru_0_O_0_0_5762.graphml,-2.667,-2.691822
Mo2C_011_6_O_0_43_581.graphml,-4.702,-4.2583466
Mo2C_001_5_Ru_1_O_0_2_26197.graphml,-3.91,-3.920529
Mo2C_100_5_Nb_3_O_0_22_18367.graphml,-5.1610000000000005,-4.8582163
Mo2C_001_1_Pt_0_O_0_9_25608.graphml,-2.925,-2.9190555
Mo2C_110_2_Nb_1_O_0_1_23480.graphml,-3.511,-3.4449334
Mo2C_001_1_W_1_O_0_4_25475.graphml,-5.01,-5.0558157
Mo2C_100_1_Co_0_O_0_2_9557.graphml,-2.7119999999999997,-2.7494261
Mo2C_100_5_V_0_O_0_14_23922.graphml,-5.441,-5.3142023
Mo2C_100_3_Zn_0_O_0_9_4809.graphml,-1.6869999999999998,-2.0754774
Mo2C_111_5_Tc_0_O_0_0_22325.graphml,-3.944,-3.83648
Mo2C_110_2_Cu_1_O_0_8_6630.graphml,-3.2039999999999997,-3.3142931
Mo2C_001_1_Cd_0_O_0_0_24463.graphml,-4.05,-4.0429883
Mo2C_010_1_W_1_O_0_5_9081.graphml,-2.415,-3.418774
Mo2C_110_5_Ir_1_O_0_5_13012.graphml,-2.5669999999999997,-2.4771256
Mo2C_001_0_Nb_0_O_0_4_17851.graphml,-2.852,-3.0477428
Mo2C_001_1_Cd_0_O_0_8_26134.graphml,-1.954,-2.1871803
Mo2C_010_3_Pd_1_O_0_3_11156.graphml,-1.351,-1.3896703
Mo2C_001_4_Cr_0_O_0_8_20723.graphml,-2.628,-2.4205654
Mo2C_110_0_Pt_0_O_0_2_2700.graphml,-3.359,-3.2719102
Mo2C_001_4_Ni_1_O_0_0_22086.graphml,-3.762,-3.781722
Mo2C_100_2_Ni_1_O_0_4_5854.graphml,-4.664,-4.7303066
Mo2C_111_0_Cr_0_O_0_3_10336.graphml,-4.295,-4.4976735
Mo2C_101_9_W_1_O_0_2_25215.graphml,-4.378,-4.749697
Mo2C_110_1_Pd_0_O_0_2_19360.graphml,-3.891,-3.7660244
Mo2C_100_3_Rh_0_O_0_20_25359.graphml,-2.8939999999999997,-3.2343464
Mo2C_010_1_W_0_O_0_2_4543.graphml,-3.31,-3.418774
Mo2C_010_3_Ta_1_O_0_7_16177.graphml,-2.9530000000000003,-3.390606
Mo2C_100_5_Cd_1_O_0_16_15063.graphml,-3.733,-4.136821
Mo2C_100_5_Nb_3_O_0_11_22156.graphml,-4.637,-4.722727
Mo2C_010_3_Ta_0_O_0_0_16091.graphml,-4.06,-4.4768043
Mo2C_011_2_O_0_22_877.graphml,-3.4610000000000003,-3.1559122
Mo2C_010_2_W_1_O_0_0_1167.graphml,-4.89,-4.7548003
Mo2C_010_2_Co_1_O_0_2_734.graphml,-3.6069999999999998,-3.449052
Mo2C_100_2_Ni_0_O_0_11_26618.graphml,-4.662,-4.7303066
Mo2C_100_0_Cd_0_O_0_19_25910.graphml,-2.184,-2.3031056
Mo2C_100_5_Cu_1_O_0_3_8580.graphml,-3.596,-3.5195143
Mo2C_100_0_Pd_0_O_0_5_15144.graphml,-2.0180000000000002,-1.9665848
Mo2C_100_5_Co_2_O_0_11_25028.graphml,-4.247,-4.312743
Mo2C_010_0_Ir_0_O_0_3_6175.graphml,-3.727,-3.6418707
Mo2C_110_0_Au_1_O_0_4_24762.graphml,-4.57,-4.4995747
Mo2C_101_6_O_0_20_214.graphml,-1.653,-1.6243833
Mo2C_101_8_Tc_0_O_0_0_13647.graphml,-3.818,-3.6169708
Mo2C_100_5_Mn_3_O_0_12_21303.graphml,-4.436,-4.7396755
Mo2C_101_2_Cu_0_O_0_0_3413.graphml,-3.748,-4.4240985
Mo2C_001_4_Ti_1_O_0_4_9091.graphml,-4.9830000000000005,-5.0680423
Mo2C_101_2_Re_0_O_0_1_11998.graphml,-4.237,-4.29394
Mo2C_100_2_Ru_1_O_0_6_24786.graphml,-4.26,-4.502637
Mo2C_100_2_Re_3_O_0_10_9309.graphml,-4.521,-4.6454782
Mo2C_100_3_Cu_0_O_0_4_22312.graphml,-1.982,-1.6083847
Mo2C_111_1_Re_0_O_0_2_22758.graphml,-3.9760000000000004,-3.9888215
Mo2C_110_0_V_0_O_0_6_9622.graphml,-4.896,-4.57118
Mo2C_101_2_Nb_1_O_0_8_10482.graphml,-3.167,-3.2130551
Mo2C_011_7_Ni_0_O_0_2_6735.graphml,-4.426,-4.2501545
Mo2C_100_0_Tc_3_O_0_2_1050.graphml,-3.3080000000000003,-3.1867626
Mo2C_110_1_Ir_1_O_0_4_18723.graphml,-3.8169999999999997,-3.8487527
Mo2C_100_3_Ti_3_O_0_21_9533.graphml,-4.059,-3.8195999
Mo2C_100_5_Zn_2_O_0_17_7200.graphml,-4.82,-4.8323483
Mo2C_101_2_W_0_O_0_5_18129.graphml,-3.3810000000000002,-3.7596452
Mo2C_001_4_Ta_1_O_0_9_9213.graphml,-5.176,-4.8976784
Mo2C_100_2_Re_0_O_0_18_22396.graphml,-3.8989999999999996,-4.243324
Mo2C_110_5_Re_1_O_0_7_19428.graphml,-4.402,-3.9951959
Mo2C_110_0_Zn_0_O_0_4_22588.graphml,-3.984,-4.04888
Mo2C_101_5_Os_1_O_0_2_2047.graphml,-3.537,-3.2841263
Mo2C_001_0_Nb_1_O_0_2_9714.graphml,-3.363,-3.440286
Mo2C_100_2_Nb_3_O_0_9_2434.graphml,-5.16,-4.885506
Mo2C_110_1_O_0_5_1503.graphml,-4.33,-4.4627414
Mo2C_100_3_Cu_3_O_0_7_9991.graphml,-3.0580000000000003,-2.8656075
Mo2C_100_5_Mn_0_O_0_19_10084.graphml,-4.607,-4.387057
Mo2C_100_5_Re_3_O_0_8_25272.graphml,-4.657,-4.399944
Mo2C_010_3_Fe_0_O_0_9_25353.graphml,-2.873,-3.107004
Mo2C_100_2_Cu_1_O_0_23_10713.graphml,-4.065,-4.08522
Mo2C_110_5_Tc_1_O_0_4_3827.graphml,-2.3409999999999997,-2.2021205
Mo2C_101_7_O_0_2_153.graphml,-3.787,-3.530841
Mo2C_001_1_Ru_0_O_0_7_21667.graphml,-2.858,-2.657332
Mo2C_001_3_Ni_1_O_0_1_816.graphml,-3.4130000000000003,-3.612817
Mo2C_001_4_Cr_0_O_0_11_4667.graphml,-2.62,-2.527044
Mo2C_101_0_Co_1_O_0_10_15702.graphml,-2.097,-1.9740031
Mo2C_111_4_Ni_0_O_0_2_23492.graphml,-2.145,-2.0619404
Mo2C_100_2_Cr_1_O_0_5_19218.graphml,-4.553999999999999,-4.6626587
Mo2C_111_4_Cr_0_O_0_2_6133.graphml,-2.187,-2.0440953
Mo2C_101_4_O_0_39_1717.graphml,-3.79,-3.8883483
Mo2C_100_0_W_1_O_0_13_13637.graphml,-3.609,-3.6261861
Mo2C_100_5_Ru_0_O_0_16_53.graphml,-4.562,-4.3741302
Mo2C_001_2_Cu_0_O_0_1_19221.graphml,-3.576,-3.7559187
Mo2C_100_2_Ta_3_O_0_21_395.graphml,-4.636,-4.9458284
Mo2C_101_9_Rh_0_O_0_5_19203.graphml,-3.545,-3.8651953
Mo2C_100_2_Re_0_O_0_10_10877.graphml,-4.367,-4.5054836
Mo2C_101_5_Ti_0_O_0_1_8211.graphml,-4.822,-4.917619
Mo2C_100_2_Pd_3_O_0_22_10827.graphml,-5.125,-4.729477
Mo2C_101_7_Cu_0_O_0_0_17474.graphml,-3.7489999999999997,-4.424098
Mo2C_010_0_Nb_1_O_0_9_7063.graphml,-3.0589999999999997,-2.7952082
Mo2C_100_2_Cr_0_O_0_5_23072.graphml,-4.652,-4.6626587
Mo2C_110_4_Zn_1_O_0_5_12872.graphml,-2.484,-2.4760218
Mo2C_100_4_Au_0_O_0_1_15868.graphml,-3.455,-3.43827
Mo2C_100_0_Cr_0_O_0_2_22916.graphml,-3.3289999999999997,-3.4061582
Mo2C_100_0_Fe_3_O_0_16_19889.graphml,-3.612,-3.4885352
Mo2C_100_3_Fe_0_O_0_8_22049.graphml,-3.219,-3.9205968
Mo2C_111_6_O_0_45_1256.graphml,-4.47,-4.617381
Mo2C_010_2_Ag_0_O_0_9_8353.graphml,-3.281,-3.4734325
Mo2C_100_3_Ru_2_O_0_3_25467.graphml,-3.2,-3.0210078
Mo2C_100_2_Cu_1_O_0_2_11341.graphml,-3.708,-3.6403816
Mo2C_100_0_Ti_1_O_0_23_22733.graphml,-3.0639999999999996,-3.1914194
Mo2C_001_4_Nb_0_O_0_2_7171.graphml,-4.948,-5.150334
Mo2C_010_2_Ir_0_O_0_0_3839.graphml,-3.727,-3.7529104
Mo2C_100_0_Mn_1_O_0_0_21884.graphml,-3.458,-3.269922
Mo2C_101_7_Tc_1_O_0_2_14150.graphml,-4.266,-4.154924
Mo2C_100_4_Zn_0_O_0_2_4889.graphml,-2.397,-2.3989086
Mo2C_101_4_Cd_1_O_0_3_17741.graphml,-2.436,-2.4090035
Mo2C_110_5_Nb_1_O_0_4_25643.graphml,-2.396,-2.3245912
Mo2C_100_2_Ta_3_O_0_12_4151.graphml,-5.271,-4.9789944
Mo2C_110_1_Os_0_O_0_6_16964.graphml,-4.01,-4.016812
Mo2C_011_7_Rh_0_O_0_1_21245.graphml,-3.069,-3.104442
Mo2C_111_7_O_0_17_465.graphml,-2.544,-2.7652528
Mo2C_110_0_Ag_0_O_0_3_23020.graphml,-4.583,-4.7406173
Mo2C_001_1_Rh_1_O_0_0_16085.graphml,-3.687,-3.7282646
Mo2C_100_0_Cu_2_O_0_3_15256.graphml,-3.2569999999999997,-2.8520925
Mo2C_010_3_Fe_0_O_0_5_2550.graphml,-3.947,-3.7572706
Mo2C_001_1_Ta_1_O_0_10_16922.graphml,-5.172999999999999,-5.019672
Mo2C_001_0_Rh_0_O_0_4_15804.graphml,-1.7280000000000002,-1.7386618
Mo2C_001_0_Au_0_O_0_1_12284.graphml,-3.8080000000000003,-3.7820985
Mo2C_011_7_O_0_8_19.graphml,-2.943,-3.1554444
Mo2C_011_11_Pd_0_O_0_1_5103.graphml,-2.8560000000000003,-2.8118274
Mo2C_100_0_Ir_1_O_0_12_20831.graphml,-3.3760000000000003,-3.2878902
Mo2C_010_3_V_1_O_0_6_4434.graphml,-3.148,-3.5369127
Mo2C_110_2_Ru_1_O_0_8_6469.graphml,-3.431,-2.3106942
Mo2C_101_0_Re_0_O_0_11_16985.graphml,-1.376,-1.3476897
Mo2C_110_5_Ru_0_O_0_6_13151.graphml,-3.812,-3.7633088
Mo2C_110_5_Nb_1_O_0_11_13138.graphml,-2.6630000000000003,-2.4737413
Mo2C_001_0_Tc_1_O_0_0_6245.graphml,-1.875,-1.9989655
Mo2C_101_4_Ni_0_O_0_2_21256.graphml,-4.614,-4.49415
Mo2C_010_3_Ru_1_O_0_6_1876.graphml,-2.747,-2.6314952
Mo2C_101_7_O_0_43_819.graphml,-3.438,-3.5360258
Mo2C_100_1_Co_1_O_0_0_5672.graphml,-3.344,-3.262787
Mo2C_100_0_Cd_2_O_0_10_17457.graphml,-1.7630000000000001,-1.7019702
Mo2C_001_4_Pd_1_O_0_5_2983.graphml,-0.77,-0.8321297
Mo2C_101_5_Cr_0_O_0_11_3535.graphml,-2.492,-2.2449405
Mo2C_001_4_Ti_1_O_0_8_15503.graphml,-4.9830000000000005,-5.0323963
Mo2C_100_5_Au_0_O_0_19_19932.graphml,-4.5280000000000005,-4.1305766
Mo2C_100_5_Au_2_O_0_9_7625.graphml,-3.64,-4.3732443
Mo2C_101_9_Ag_1_O_0_3_7230.graphml,-2.396,-2.325752
Mo2C_101_4_Ru_0_O_0_3_9034.graphml,-2.218,-1.9721931
Mo2C_110_1_Ag_0_O_0_10_15670.graphml,-3.91,-3.970448
Mo2C_100_0_W_1_O_0_2_657.graphml,-3.5,-3.444129
Mo2C_100_3_Ta_2_O_0_10_16297.graphml,-4.087,-4.325252
Mo2C_100_5_Ni_1_O_0_10_4620.graphml,-3.9810000000000003,-4.3546095
Mo2C_010_1_Co_1_O_0_1_24588.graphml,-3.636,-3.5452044
Mo2C_100_3_Ni_2_O_0_15_24865.graphml,-3.312,-3.2605598
Mo2C_001_2_Au_1_O_0_7_13268.graphml,-3.3480000000000003,-3.3076715
Mo2C_100_3_Pt_3_O_0_15_24250.graphml,-2.383,-2.3727157
Mo2C_001_5_W_0_O_0_6_11419.graphml,-4.298,-4.474053
Mo2C_100_2_Zn_0_O_0_7_17852.graphml,-3.9339999999999997,-4.189267
Mo2C_100_3_Pd_2_O_0_3_11390.graphml,-3.22,-2.8886945
Mo2C_100_2_Ti_0_O_0_1_23182.graphml,-3.478,-4.372103
Mo2C_101_2_Nb_0_O_0_9_12980.graphml,-3.135,-3.056527
Mo2C_101_9_Ni_1_O_0_7_8797.graphml,-3.928,-4.109232
Mo2C_101_5_Nb_0_O_0_10_26234.graphml,-2.414,-2.1918628
Mo2C_100_5_Re_0_O_0_3_15915.graphml,-3.28,-3.339536
Mo2C_101_4_Os_1_O_0_9_4604.graphml,-3.614,-3.4931567
Mo2C_001_2_Os_1_O_0_5_18966.graphml,-4.039,-4.031328
Mo2C_100_3_Au_3_O_0_19_3237.graphml,-2.7769999999999997,-2.511876
Mo2C_100_5_Nb_3_O_0_23_733.graphml,-4.64,-4.700552
Mo2C_011_2_Pd_0_O_0_2_15552.graphml,-2.783,-2.6322188
Mo2C_101_2_Ru_1_O_0_1_7336.graphml,-3.798,-3.0194802
Mo2C_010_1_Pd_0_O_0_5_8593.graphml,-1.35,-1.3896705
Mo2C_011_9_Os_0_O_0_0_15476.graphml,-3.287,-3.234923
Mo2C_100_5_Pd_1_O_0_18_6719.graphml,-4.558,-4.541149
Mo2C_101_5_Tc_0_O_0_0_2361.graphml,-4.2219999999999995,-4.0056787
Mo2C_100_5_Re_2_O_0_9_24716.graphml,-4.658,-4.417712
Mo2C_100_3_Co_0_O_0_3_18431.graphml,-3.557,-3.6290157
Mo2C_100_0_Nb_1_O_0_0_373.graphml,-3.4389999999999996,-3.2740033
Mo2C_100_0_Cu_0_O_0_8_9322.graphml,-1.984,-1.6083847
Mo2C_110_2_Au_1_O_0_3_18622.graphml,-3.4739999999999998,-3.3937244
Mo2C_100_0_Rh_3_O_0_5_14092.graphml,-2.378,-2.5749419
Mo2C_100_3_Tc_2_O_0_0_1946.graphml,-3.153,-3.0810325
Mo2C_001_3_Pd_1_O_0_0_2076.graphml,-3.628,-3.6356266
Mo2C_100_0_Ta_0_O_0_1_16325.graphml,-3.38,-3.4004257
Mo2C_111_0_Ru_0_O_0_0_9348.graphml,-4.493,-3.1705697
Mo2C_101_4_V_0_O_0_11_16819.graphml,-4.4830000000000005,-4.686092
Mo2C_100_3_Rh_0_O_0_5_1734.graphml,-2.568,-2.858622
Mo2C_100_2_Tc_1_O_0_4_4328.graphml,-4.54,-4.7344527
Mo2C_101_7_Ta_1_O_0_9_25217.graphml,-3.4330000000000003,-3.5796373
Mo2C_101_4_Ni_0_O_0_9_5790.graphml,-3.568,-3.52332
Mo2C_101_7_Mn_0_O_0_1_22985.graphml,-3.701,-3.333568
Mo2C_101_7_Mn_0_O_0_6_9480.graphml,-2.897,-3.3902147
Mo2C_101_2_Fe_0_O_0_9_13472.graphml,-3.307,-3.1943564
Mo2C_101_7_Cu_1_O_0_5_8015.graphml,-3.073,-3.3777168
Mo2C_001_4_Nb_0_O_0_0_2607.graphml,-4.021,-4.1105504
Mo2C_100_2_Cd_1_O_0_20_23286.graphml,-4.038,-3.861685
Mo2C_101_4_Os_0_O_0_7_5433.graphml,-4.105,-3.7690108
Mo2C_101_2_Ni_1_O_0_1_8328.graphml,-3.693,-3.506327
Mo2C_101_7_Ru_0_O_0_11_17752.graphml,-3.219,-3.0688643
Mo2C_100_3_Ru_2_O_0_10_15655.graphml,-2.7289999999999996,-2.7984385
Mo2C_100_5_Cu_1_O_0_4_23738.graphml,-4.041,-4.0952272
Mo2C_101_5_Pt_1_O_0_3_26610.graphml,-3.427,-3.5532606
Mo2C_001_2_Ag_1_O_0_7_17854.graphml,-3.478,-3.52826
Mo2C_100_0_Ta_3_O_0_0_19510.graphml,-3.3960000000000004,-3.4119818
Mo2C_100_2_Pd_0_O_0_10_6190.graphml,-3.71,-4.2883196
Mo2C_100_0_Ir_3_O_0_16_19262.graphml,-3.862,-3.731671
Mo2C_001_0_Cr_1_O_0_6_18755.graphml,-3.017,-3.1594207
Mo2C_001_3_Ni_1_O_0_5_8824.graphml,-3.412,-3.3862197
Mo2C_101_9_Au_0_O_0_5_16672.graphml,-3.59,-3.5692806
Mo2C_100_0_Ir_0_O_0_2_12623.graphml,-3.56,-3.3600976
Mo2C_100_5_Au_2_O_0_14_20059.graphml,-5.001,-4.8700356
Mo2C_110_4_O_0_9_466.graphml,-2.079,-1.902402
Mo2C_100_5_Cd_1_O_0_12_7286.graphml,-4.421,-4.3287277
Mo2C_011_4_Fe_0_O_0_3_20482.graphml,-3.225,-3.4421809
Mo2C_100_0_Zn_2_O_0_8_24373.graphml,-3.076,-3.1671224
Mo2C_010_1_Cd_0_O_0_1_6380.graphml,-3.4619999999999997,-3.4612746
Mo2C_100_2_Fe_0_O_0_4_24550.graphml,-4.037,-4.5433803
Mo2C_010_1_Ti_1_O_0_8_17387.graphml,-3.358,-3.3276067
Mo2C_010_1_Cr_1_O_0_8_10208.graphml,-2.845,-2.9024484
Mo2C_110_0_Cr_0_O_0_3_857.graphml,-4.658,-4.6558557
Mo2C_100_0_Ag_2_O_0_22_14893.graphml,-3.0069999999999997,-2.900472
Mo2C_110_5_Cr_0_O_0_2_9873.graphml,-2.4019999999999997,-2.2627532
Mo2C_100_2_Cu_2_O_0_0_11543.graphml,-3.61,-3.617317
Mo2C_001_4_V_0_O_0_10_9573.graphml,-2.935,-2.8413808
Mo2C_100_5_Mn_1_O_0_2_12188.graphml,-3.543,-3.5915163
Mo2C_100_2_W_0_O_0_9_15827.graphml,-5.027,-4.8132305
Mo2C_011_7_Cr_0_O_0_3_7910.graphml,-3.1889999999999996,-3.2422774
Mo2C_101_2_Pd_1_O_0_5_5209.graphml,-3.7739999999999996,-3.6030495
Mo2C_100_4_W_1_O_0_2_15424.graphml,-2.5869999999999997,-2.4795582
Mo2C_001_0_Cr_0_O_0_6_5870.graphml,-2.911,-2.767924
Mo2C_100_2_Ru_1_O_0_10_13289.graphml,-4.588,-4.706053
Mo2C_101_9_Os_1_O_0_8_22604.graphml,-3.614,-3.5417776
Mo2C_011_1_Tc_0_O_0_2_18577.graphml,-4.367,-3.7394931
Mo2C_101_2_Rh_0_O_0_11_10972.graphml,-3.611,-3.7035012
Mo2C_110_2_Au_1_O_0_10_7717.graphml,-3.4739999999999998,-3.342726
Mo2C_110_5_Mn_1_O_0_3_19726.graphml,-2.6039999999999996,-2.4513657
Mo2C_111_9_Mn_0_O_0_0_7006.graphml,-4.5680000000000005,-3.711398
Mo2C_101_2_V_0_O_0_5_3185.graphml,-3.508,-3.5946949
Mo2C_100_0_Ni_0_O_0_20_16926.graphml,-4.079,-3.078111
Mo2C_100_5_Au_3_O_0_11_7020.graphml,-4.752,-4.824578
Mo2C_101_7_Ta_1_O_0_5_448.graphml,-3.093,-2.9697354
Mo2C_100_2_Au_2_O_0_8_18504.graphml,-4.756,-4.870035
Mo2C_100_1_Ru_0_O_0_4_11060.graphml,-4.332,-4.015337
Mo2C_111_9_O_0_23_994.graphml,-4.485,-4.4330826
Mo2C_100_2_Au_3_O_0_18_19031.graphml,-4.755,-4.9021397
Mo2C_101_0_Pd_0_O_0_2_3317.graphml,-1.78,-2.2158747
Mo2C_101_4_Co_1_O_0_2_10334.graphml,-4.635,-3.9689171
Mo2C_101_5_Pd_0_O_0_6_3162.graphml,-1.777,-2.2158747
Mo2C_101_7_Cd_1_O_0_10_5692.graphml,-2.9389999999999996,-3.0725605
Mo2C_101_7_Co_0_O_0_2_1626.graphml,-3.719,-3.6167257
Mo2C_100_3_Cr_0_O_0_2_8001.graphml,-3.33,-3.4061587
Mo2C_100_5_Zn_0_O_0_14_422.graphml,-4.3660000000000005,-4.3081446
Mo2C_100_5_Pt_2_O_0_5_26217.graphml,-3.298,-4.389652
Mo2C_100_5_Ru_1_O_0_19_15244.graphml,-3.9330000000000003,-4.374131
Mo2C_100_5_Mn_3_O_0_17_23290.graphml,-4.609,-4.5575967
Mo2C_110_0_V_1_O_0_5_24914.graphml,-4.9430000000000005,-5.0906134
Mo2C_101_2_Os_1_O_0_1_17367.graphml,-3.909,-3.4901135
Mo2C_101_9_Fe_0_O_0_4_11473.graphml,-3.51,-3.643565
Mo2C_111_0_O_0_43_914.graphml,-4.745,-3.9484897
Mo2C_011_1_Tc_0_O_0_1_16702.graphml,-2.983,-3.0116913
Mo2C_010_0_Au_0_O_0_4_14981.graphml,-3.832,-3.721308
Mo2C_010_2_Au_0_O_0_5_12087.graphml,-3.8289999999999997,-3.7937577
Mo2C_100_2_Cr_1_O_0_22_25108.graphml,-5.229,-5.0150156
Mo2C_100_5_Cd_3_O_0_15_5296.graphml,-4.843,-3.9732842
Mo2C_100_3_Cd_3_O_0_21_22489.graphml,-3.1519999999999997,-2.934428
Mo2C_100_5_W_0_O_0_0_783.graphml,-3.737,-3.606005
Mo2C_101_4_O_0_1_1363.graphml,-4.593999999999999,-4.5154457
Mo2C_001_3_Pd_0_O_0_1_22109.graphml,-3.6260000000000003,-3.6356266
Mo2C_011_11_O_0_22_1850.graphml,-3.022,-2.893339
Mo2C_111_7_W_0_O_0_2_16270.graphml,-3.7739999999999996,-4.1920733
Mo2C_111_5_Au_0_O_0_3_17098.graphml,-4.412,-3.8324711
Mo2C_101_0_Re_1_O_0_11_18463.graphml,-1.2830000000000001,-1.417328
Mo2C_100_5_Nb_1_O_0_12_16734.graphml,-4.51,-4.916456
Mo2C_001_5_Co_0_O_0_2_16399.graphml,-4.295,-4.346556
Mo2C_101_0_Au_1_O_0_8_8318.graphml,-3.701,-2.826592
Mo2C_100_2_Tc_0_O_0_14_23454.graphml,-4.7,-4.568119
Mo2C_100_2_Rh_3_O_0_20_22906.graphml,-4.226,-4.7097254
Mo2C_101_4_Ru_1_O_0_3_3202.graphml,-2.0869999999999997,-2.0593488
Mo2C_110_2_Tc_0_O_0_7_12438.graphml,-3.5860000000000003,-3.2418745
Mo2C_100_5_Nb_3_O_0_16_26379.graphml,-4.236000000000001,-4.413517
Mo2C_100_5_W_0_O_0_10_9228.graphml,-4.515,-4.8132305
Mo2C_101_4_Pt_0_O_0_3_10806.graphml,-2.2,-2.2676387
Mo2C_011_6_Pd_0_O_0_2_92.graphml,-2.261,-2.2066119
Mo2C_101_7_V_0_O_0_5_25924.graphml,-3.266,-3.34077
Mo2C_111_0_Os_0_O_0_4_8093.graphml,-4.945,-4.753189
Mo2C_100_2_Co_2_O_0_23_21009.graphml,-4.06,-3.6855536
Mo2C_011_4_Cd_0_O_0_1_19201.graphml,-3.165,-3.23808
Mo2C_110_0_Pd_0_O_0_9_6449.graphml,-4.021,-4.070653
Mo2C_101_4_Re_1_O_0_3_3297.graphml,-2.1109999999999998,-2.087434
Mo2C_100_0_Ni_0_O_0_22_15107.graphml,-4.583,-4.5606422
Mo2C_100_2_Tc_2_O_0_14_19662.graphml,-4.716,-4.513802
Mo2C_110_1_O_0_12_1822.graphml,-4.003,-4.519611
Mo2C_100_2_Ni_3_O_0_6_6377.graphml,-5.212999999999999,-4.726158
Mo2C_100_5_Mn_0_O_0_2_14518.graphml,-3.384,-3.318011
Mo2C_001_4_Pt_0_O_0_4_6012.graphml,-3.658,-3.8116806
Mo2C_011_2_Cr_0_O_0_2_6819.graphml,-2.7769999999999997,-2.7173707
Mo2C_101_2_Nb_1_O_0_5_1925.graphml,-3.5239999999999996,-3.5466733
Mo2C_100_5_Cd_0_O_0_4_24156.graphml,-3.806,-3.9370067
Mo2C_100_2_Cd_2_O_0_21_2462.graphml,-4.843999999999999,-4.7592564
Mo2C_010_2_Cr_1_O_0_4_21072.graphml,-4.609,-4.0390253
Mo2C_011_2_O_0_21_617.graphml,-2.884,-2.8385456
Mo2C_101_0_Ta_1_O_0_6_15938.graphml,-2.928,-3.0492704
Mo2C_010_1_Rh_0_O_0_2_3471.graphml,-2.7230000000000003,-2.7346594
Mo2C_111_3_Au_0_O_0_2_12331.graphml,-3.205,-3.3001156
Mo2C_011_4_Re_0_O_0_2_20641.graphml,-4.503,-4.1701636
Mo2C_110_2_Re_1_O_0_3_9189.graphml,-3.8760000000000003,-3.5679312
Mo2C_110_0_Mn_1_O_0_4_3124.graphml,-4.665,-3.7747986
Mo2C_111_0_O_0_12_405.graphml,-3.221,-3.0850222
Mo2C_011_9_Ru_0_O_0_2_24101.graphml,-1.974,-3.060674
Mo2C_011_6_O_0_41_669.graphml,-2.642,-3.1868668
Mo2C_100_0_Co_3_O_0_16_10840.graphml,-3.5660000000000003,-3.4921453
Mo2C_101_7_Fe_0_O_0_4_2534.graphml,-3.592,-3.4676528
Mo2C_100_5_V_2_O_0_5_11250.graphml,-4.881,-4.928705
Mo2C_111_0_Os_0_O_0_2_9159.graphml,-2.924,-3.0081112
Mo2C_100_2_Fe_2_O_0_6_6696.graphml,-4.717,-5.0610337
Mo2C_111_6_Ni_0_O_0_1_21456.graphml,-2.242,-2.267823
Mo2C_100_0_Cd_1_O_0_8_24326.graphml,-2.1959999999999997,-2.294862
Mo2C_100_0_Mn_2_O_0_23_24655.graphml,-3.2769999999999997,-3.192053
Mo2C_100_5_Ti_0_O_0_17_1270.graphml,-5.185,-5.103101
Mo2C_010_0_O_0_12_1205.graphml,-4.6080000000000005,-3.531867
Mo2C_001_2_Pd_1_O_0_7_8124.graphml,-3.509,-3.5193594
Mo2C_111_9_O_0_47_220.graphml,-2.969,-2.815005
Mo2C_110_5_V_1_O_0_7_475.graphml,-4.763999999999999,-4.7685175
Mo2C_001_1_Mn_0_O_0_2_12173.graphml,-4.107,-4.3467293
Mo2C_110_2_Fe_1_O_0_5_14566.graphml,-4.151,-4.2913656
Mo2C_101_0_Co_0_O_0_5_12513.graphml,-4.296,-3.9411595
Mo2C_100_3_Nb_0_O_0_15_5920.graphml,-3.437,-3.2556727
Mo2C_100_5_Co_2_O_0_23_25919.graphml,-4.248,-4.3837214
Mo2C_100_2_Nb_0_O_0_18_17943.graphml,-4.035,-4.6128693
Mo2C_100_3_Cu_1_O_0_8_21383.graphml,-1.9809999999999999,-1.7852784
Mo2C_100_5_W_3_O_0_13_8867.graphml,-5.081,-4.6777167
