graphFileName,y_valid,y_valid_pred
Mo2C_100_5_Ag_0_O_0_23_3671.graphml,-3.945,-4.186611
Mo2C_001_4_Ta_0_O_0_0_3672.graphml,-5.194,-5.1848154
Mo2C_100_0_Cu_3_O_0_21_3674.graphml,-1.714,-1.3629283
Mo2C_101_7_Cd_0_O_0_6_3690.graphml,-3.68,-3.5975258
Mo2C_001_1_Zn_1_O_0_4_3701.graphml,-3.909,-2.9891374
Mo2C_100_3_Cd_3_O_0_9_3706.graphml,-3.1860000000000004,-2.9528034
Mo2C_111_4_Ti_0_O_0_0_3707.graphml,-4.393,-4.6730433
Mo2C_110_2_W_1_O_0_1_3717.graphml,-3.935,-3.890566
Mo2C_110_0_V_0_O_0_11_3722.graphml,-4.5,-3.9188101
Mo2C_101_7_Cu_0_O_0_2_3751.graphml,-3.748,-3.6436007
Mo2C_110_3_Co_1_O_0_1_3753.graphml,-2.537,-3.6967154
Mo2C_001_2_Os_1_O_0_1_3754.graphml,-3.2110000000000003,-3.2233312
Mo2C_100_0_Pd_3_O_0_19_3757.graphml,-2.883,-2.8094652
Mo2C_100_3_Fe_3_O_0_2_3776.graphml,-3.1180000000000003,-3.0702417
Mo2C_100_2_Zn_3_O_0_7_3777.graphml,-3.7310000000000003,-3.7595913
Mo2C_100_0_Au_0_O_0_3_3781.graphml,-3.542,-3.260729
Mo2C_001_3_Cd_1_O_0_5_3794.graphml,-5.381,-5.3248234
Mo2C_101_2_Fe_0_O_0_2_3802.graphml,-3.698,-3.6250694
Mo2C_100_3_Os_2_O_0_5_3806.graphml,-3.003,-2.772655
Mo2C_100_5_Re_3_O_0_16_3819.graphml,-3.64,-3.9757125
Mo2C_001_1_Cu_0_O_0_5_3834.graphml,-1.758,-1.7536081
Mo2C_100_0_Co_0_O_0_19_3836.graphml,-3.8339999999999996,-3.8132699
Mo2C_100_2_Ti_0_O_0_7_3841.graphml,-5.101,-4.688278
Mo2C_101_7_Pd_1_O_0_11_3846.graphml,-3.0180000000000002,-2.9932528
Mo2C_100_2_Mn_3_O_0_11_3856.graphml,-4.191,-4.544088
Mo2C_101_5_Ir_0_O_0_4_3874.graphml,-3.739,-3.6072466
Mo2C_100_0_Tc_3_O_0_19_3878.graphml,-3.071,-2.951801
Mo2C_111_1_Pd_0_O_0_2_3884.graphml,-4.239,-4.3268423
Mo2C_100_2_Ru_2_O_0_14_3907.graphml,-4.4319999999999995,-4.6459885
Mo2C_100_3_Mn_0_O_0_9_3910.graphml,-3.572,-3.4357536
Mo2C_110_5_Tc_0_O_0_5_3917.graphml,-2.477,-2.3161795
Mo2C_100_2_Zn_0_O_0_5_3921.graphml,-4.542,-4.189267
Mo2C_100_5_V_0_O_0_20_3926.graphml,-4.152,-4.7275295
Mo2C_100_5_W_0_O_0_15_3935.graphml,-5.0680000000000005,-4.8349624
Mo2C_101_5_Fe_0_O_0_3_3951.graphml,-3.545,-3.516048
Mo2C_001_0_Pd_0_O_0_2_3957.graphml,-3.74,-3.7328389
Mo2C_100_0_Re_1_O_0_13_3964.graphml,-3.218,-3.333383
Mo2C_100_2_Tc_3_O_0_10_3982.graphml,-4.585,-4.73293
Mo2C_101_7_Ir_0_O_0_0_3983.graphml,-3.554,-3.0470154
Mo2C_010_2_Pd_0_O_0_8_3990.graphml,-3.4210000000000003,-3.438516
Mo2C_110_2_Ru_1_O_0_5_3999.graphml,-4.099,-4.1455197
Mo2C_001_4_V_0_O_0_6_4003.graphml,-2.935,-2.4556725
Mo2C_100_2_Ti_2_O_0_14_4012.graphml,-5.386,-5.0370398
Mo2C_011_2_Re_0_O_0_1_4015.graphml,-4.154,-4.216066
Mo2C_101_2_Pd_1_O_0_4_4018.graphml,-3.016,-3.0125408
Mo2C_010_1_Zn_0_O_0_7_4027.graphml,-3.687,-3.600353
Mo2C_100_0_Cr_2_O_0_15_4038.graphml,-3.406,-3.5169976
Mo2C_100_1_Rh_0_O_0_0_4053.graphml,-4.044,-4.022426
Mo2C_100_5_Ti_1_O_0_21_4057.graphml,-4.621,-4.4570765
Mo2C_010_2_Cu_0_O_0_1_4065.graphml,-3.8280000000000003,-3.8030245
Mo2C_110_5_Au_1_O_0_8_4069.graphml,-2.563,-2.5982754
Mo2C_011_2_Ir_0_O_0_2_4091.graphml,-2.873,-2.69208
Mo2C_101_0_Os_0_O_0_7_4095.graphml,-3.582,-3.860212
Mo2C_100_3_Cu_3_O_0_23_4103.graphml,-3.179,-3.358486
Mo2C_100_3_Cu_2_O_0_7_4109.graphml,-3.1830000000000003,-2.946373
Mo2C_010_2_Cr_0_O_0_9_4112.graphml,-3.3160000000000003,-3.2888587
Mo2C_110_1_Os_1_O_0_6_4113.graphml,-4.085,-4.1205964
Mo2C_110_4_Pd_1_O_0_11_4122.graphml,-1.839,-2.0449235
Mo2C_100_3_Ta_1_O_0_18_4128.graphml,-2.99,-3.1999743
Mo2C_111_9_Ru_0_O_0_1_4154.graphml,-3.9389999999999996,-3.973932
Mo2C_110_5_Pd_0_O_0_0_4155.graphml,-3.678,-3.4712129
Mo2C_001_3_Ni_0_O_0_5_4159.graphml,-2.04,-3.0091507
Mo2C_110_0_Mn_0_O_0_7_4163.graphml,-4.665,-4.771303
Mo2C_100_4_Zn_0_O_0_6_4169.graphml,-3.96,-3.91554
Mo2C_100_2_Ta_1_O_0_4_4172.graphml,-4.504,-4.923547
Mo2C_110_4_Nb_1_O_0_9_4190.graphml,-1.982,-2.0441215
Mo2C_011_11_Ru_0_O_0_1_4195.graphml,-2.525,-2.580581
Mo2C_100_5_W_3_O_0_16_4201.graphml,-4.035,-4.456273
Mo2C_101_9_V_0_O_0_11_4204.graphml,-4.4830000000000005,-4.5017
Mo2C_101_5_Ru_1_O_0_4_4205.graphml,-3.5410000000000004,-3.6064322
Mo2C_100_3_Fe_2_O_0_8_4207.graphml,-2.8480000000000003,-2.7280247
Mo2C_001_1_Ti_0_O_0_4_4214.graphml,-5.01,-5.1834044
Mo2C_100_4_Ru_0_O_0_6_4233.graphml,-4.333,-4.0153365
Mo2C_100_5_W_0_O_0_20_4235.graphml,-4.02,-4.5316124
Mo2C_001_1_Pt_1_O_0_11_4250.graphml,-2.925,-2.9662323
Mo2C_100_3_Cr_1_O_0_10_4253.graphml,-3.443,-3.331311
Mo2C_111_3_Ir_0_O_0_2_4254.graphml,-3.222,-2.8490775
Mo2C_110_2_Mn_1_O_0_3_4267.graphml,-3.923,-4.122284
Mo2C_101_5_Pd_1_O_0_4_4274.graphml,-3.803,-3.7264802
Mo2C_100_0_V_0_O_0_23_4287.graphml,-3.377,-3.3127723
Mo2C_001_0_Fe_1_O_0_4_4300.graphml,-3.307,-3.2572718
Mo2C_100_3_Ni_2_O_0_8_4301.graphml,-2.9810000000000003,-2.806082
Mo2C_010_2_Tc_1_O_0_4_4315.graphml,-3.0460000000000003,-3.1364336
Mo2C_010_0_Re_0_O_0_6_4316.graphml,-4.226,-4.163618
Mo2C_011_3_Au_0_O_0_3_4319.graphml,-4.378,-4.0360384
Mo2C_100_0_Ti_2_O_0_21_4325.graphml,-3.426,-3.402176
Mo2C_100_5_Rh_0_O_0_10_4337.graphml,-4.6,-4.737862
Mo2C_100_2_V_2_O_0_13_4353.graphml,-5.119,-5.025074
Mo2C_010_2_Fe_0_O_0_0_4360.graphml,-3.1639999999999997,-3.4597285
Mo2C_010_3_Zn_0_O_0_2_4361.graphml,-2.88,-2.9007642
Mo2C_010_1_Cr_0_O_0_1_4367.graphml,-3.9160000000000004,-3.8970025
Mo2C_100_2_Ta_0_O_0_11_4381.graphml,-4.502,-4.9235473
Mo2C_100_3_Cu_2_O_0_3_4385.graphml,-3.259,-2.8520923
Mo2C_111_2_Ag_0_O_0_2_4393.graphml,-3.102,-2.9767766
Mo2C_001_5_W_1_O_0_3_4395.graphml,-5.073,-5.117789
Mo2C_100_1_Co_1_O_0_5_4398.graphml,-2.7119999999999997,-2.7494261
Mo2C_100_0_Tc_0_O_0_22_4409.graphml,-3.515,-3.5439227
Mo2C_100_4_Mn_0_O_0_6_4417.graphml,-4.827,-4.817971
Mo2C_100_0_Pd_3_O_0_23_4425.graphml,-2.807,-2.9606385
Mo2C_110_4_Re_0_O_0_2_4428.graphml,-1.94,-2.1964016
Mo2C_010_2_W_1_O_0_4_4437.graphml,-4.7589999999999995,-4.9061823
Mo2C_111_4_Cd_0_O_0_5_4438.graphml,-3.904,-4.1048355
Mo2C_100_0_Re_2_O_0_4_4441.graphml,-3.141,-2.980557
Mo2C_111_0_Fe_0_O_0_0_4449.graphml,-5.022,-4.626211
Mo2C_111_3_Cu_0_O_0_5_4457.graphml,-2.164,-2.2518156
Mo2C_100_5_Ta_2_O_0_14_4461.graphml,-5.027,-4.9389496
Mo2C_001_2_Ir_1_O_0_7_4462.graphml,-3.529,-3.555805
Mo2C_100_0_Pd_3_O_0_1_4463.graphml,-3.81,-3.0855937
Mo2C_100_5_Nb_2_O_0_6_4469.graphml,-4.637,-4.722727
Mo2C_100_0_Re_1_O_0_19_4470.graphml,-3.535,-3.5456536
Mo2C_100_2_Mn_1_O_0_10_4471.graphml,-4.409,-4.8160276
Mo2C_100_2_Au_0_O_0_9_4473.graphml,-4.051,-4.2652736
Mo2C_101_4_Rh_0_O_0_3_4481.graphml,-2.27,-2.0929646
Mo2C_010_2_Rh_1_O_0_5_4490.graphml,-3.8360000000000003,-3.8832495
Mo2C_101_3_Pt_0_O_0_1_4502.graphml,-2.573,-2.728006
Mo2C_100_5_Re_3_O_0_21_4508.graphml,-4.21,-3.9757125
Mo2C_010_0_Pt_0_O_0_1_4509.graphml,-3.79,-4.160467
Mo2C_100_0_Re_0_O_0_2_4515.graphml,-3.341,-3.3196032
Mo2C_100_5_Co_2_O_0_21_4524.graphml,-5.273,-3.943597
Mo2C_001_4_V_0_O_0_3_4526.graphml,-4.968,-2.9945924
Mo2C_100_2_Nb_2_O_0_16_4528.graphml,-4.303999999999999,-4.5535355
Mo2C_101_2_V_1_O_0_4_4535.graphml,-3.185,-3.2409732
Mo2C_001_1_Os_1_O_0_10_4554.graphml,-2.8280000000000003,-2.7295084
Mo2C_100_2_Ir_1_O_0_13_4579.graphml,-4.093,-3.8895
Mo2C_011_3_Ir_0_O_0_0_4585.graphml,-2.028,-2.5087464
Mo2C_100_5_Ni_1_O_0_1_4590.graphml,-4.503,-4.578468
Mo2C_010_2_Ni_0_O_0_8_4591.graphml,-3.341,-3.4051044
Mo2C_110_5_Cr_1_O_0_6_4592.graphml,-4.622,-4.8440723
Mo2C_101_0_Ir_0_O_0_3_4599.graphml,-2.251,-2.1361632
Mo2C_100_2_Re_1_O_0_22_4605.graphml,-4.651,-4.354168
Mo2C_101_0_Cu_0_O_0_4_4607.graphml,-4.041,-3.5332415
Mo2C_100_5_W_3_O_0_2_4618.graphml,-3.3289999999999997,-3.4226954
Mo2C_010_3_Ti_0_O_0_5_4622.graphml,-3.0469999999999997,-3.2924583
Mo2C_100_3_Cd_3_O_0_7_4624.graphml,-3.1830000000000003,-3.0274074
Mo2C_101_5_Pt_0_O_0_1_4649.graphml,-3.2289999999999996,-3.1795359
Mo2C_100_0_Ti_3_O_0_19_4661.graphml,-3.997,-3.8600824
Mo2C_100_5_W_0_O_0_12_4665.graphml,-4.628,-4.8349624
Mo2C_100_2_Nb_2_O_0_22_4666.graphml,-5.16,-4.858217
Mo2C_100_0_Co_0_O_0_7_4669.graphml,-3.318,-3.3558261
Mo2C_100_5_Ta_1_O_0_13_4680.graphml,-5.315,-4.9409275
Mo2C_100_0_Ni_0_O_0_1_4683.graphml,-3.45,-3.6495707
Mo2C_111_7_Ir_0_O_0_0_4684.graphml,-2.998,-3.2386684
Mo2C_010_0_Cu_0_O_0_3_4689.graphml,-3.825,-3.7986228
Mo2C_101_9_Ir_1_O_0_5_4705.graphml,-3.736,-3.3165047
Mo2C_101_7_Co_0_O_0_5_4715.graphml,-3.306,-3.4336731
Mo2C_100_2_Zn_1_O_0_17_4719.graphml,-3.722,-3.860212
Mo2C_001_4_Cr_1_O_0_2_4729.graphml,-4.52,-4.579808
Mo2C_101_2_Os_1_O_0_8_4734.graphml,-3.102,-3.0275786
Mo2C_100_4_Re_1_O_0_2_4772.graphml,-2.548,-2.2760918
Mo2C_010_0_Cr_1_O_0_0_4773.graphml,-3.895,-3.838197
Mo2C_100_5_Nb_2_O_0_4_4780.graphml,-4.9239999999999995,-4.7043524
Mo2C_101_5_Ru_1_O_0_3_4782.graphml,-3.4930000000000003,-3.6064322
Mo2C_001_4_Ti_1_O_0_10_4806.graphml,-5.013999999999999,-5.0662417
Mo2C_100_3_Co_1_O_0_10_4813.graphml,-3.8310000000000004,-3.7675464
Mo2C_100_5_Ru_0_O_0_5_4821.graphml,-4.562,-4.432232
Mo2C_100_5_W_3_O_0_10_4834.graphml,-4.657,-4.6459618
Mo2C_100_2_Ti_1_O_0_0_4839.graphml,-3.4789999999999996,-4.372103
Mo2C_010_0_Re_1_O_0_8_4840.graphml,-3.253,-3.2347224
Mo2C_001_4_Au_1_O_0_8_4845.graphml,-2.36,-2.2484405
Mo2C_100_3_Ir_0_O_0_3_4851.graphml,-3.6319999999999997,-3.5407689
Mo2C_001_1_W_1_O_0_7_4863.graphml,-5.013999999999999,-3.2095096
Mo2C_001_0_Ru_0_O_0_2_4865.graphml,-3.248,-3.2008379
Mo2C_100_2_Os_3_O_0_1_4870.graphml,-3.253,-3.2315695
Mo2C_100_3_Pd_2_O_0_0_4872.graphml,-3.813,-3.085593
Mo2C_001_1_Co_1_O_0_0_4881.graphml,-3.665,-3.6782036
Mo2C_010_2_Ru_1_O_0_9_4888.graphml,-3.4930000000000003,-3.4462056
Mo2C_001_0_Re_1_O_0_1_4890.graphml,-2.52,-2.650386
Mo2C_100_0_Fe_1_O_0_0_4896.graphml,-3.238,-3.3827446
Mo2C_100_2_W_3_O_0_22_4900.graphml,-5.027,-4.899472
Mo2C_101_5_Mn_1_O_0_10_4905.graphml,-2.314,-2.2464738
Mo2C_100_5_Ag_2_O_0_15_4907.graphml,-4.829,-5.0388455
Mo2C_010_1_Au_1_O_0_7_4922.graphml,-4.598,-4.5184946
Mo2C_110_4_Ru_0_O_0_4_4928.graphml,-1.9180000000000001,-1.5685102
Mo2C_100_2_Ta_1_O_0_20_4944.graphml,-5.314,-4.990535
Mo2C_111_5_Pd_0_O_0_5_4950.graphml,-2.904,-2.7928338
Mo2C_010_3_Nb_1_O_0_6_4953.graphml,-3.766,-2.1611977
Mo2C_100_3_Ru_0_O_0_4_4959.graphml,-3.2439999999999998,-3.1835
Mo2C_100_0_Co_3_O_0_8_4969.graphml,-4.021,-2.904806
Mo2C_001_3_Cu_0_O_0_3_4985.graphml,-3.5639999999999996,-3.668039
Mo2C_111_8_Ni_0_O_0_5_4988.graphml,-4.758,-4.7269106
Mo2C_110_0_Ti_0_O_0_5_4993.graphml,-4.8919999999999995,-4.780855
Mo2C_101_6_Cr_0_O_0_3_4994.graphml,-4.246,-4.218541
Mo2C_010_1_Fe_1_O_0_2_4996.graphml,-3.266,-3.2527444
Mo2C_100_5_W_3_O_0_22_5004.graphml,-5.083,-4.8112583
Mo2C_101_4_Ir_0_O_0_1_5005.graphml,-3.464,-3.3661978
Mo2C_101_4_Ta_1_O_0_5_5011.graphml,-3.406,-3.2818964
Mo2C_100_2_Mn_2_O_0_1_5013.graphml,-3.5039999999999996,-3.4429243
Mo2C_101_9_Ni_0_O_0_3_5021.graphml,-2.319,-2.2014287
Mo2C_001_4_Cu_1_O_0_4_5039.graphml,-3.86,-3.8430173
Mo2C_001_2_Ni_0_O_0_2_5050.graphml,-4.247,-4.281197
Mo2C_111_0_Ni_0_O_0_5_5058.graphml,-4.4830000000000005,-4.4509306
Mo2C_001_4_Ru_1_O_0_11_5065.graphml,-2.855,-2.7448475
Mo2C_101_2_W_1_O_0_5_5068.graphml,-3.33,-3.7260244
Mo2C_100_2_Rh_0_O_0_9_5082.graphml,-4.52,-4.737862
Mo2C_001_3_Re_1_O_0_2_5096.graphml,-3.15,-3.1638305
Mo2C_100_2_Au_3_O_0_17_5097.graphml,-5.001,-4.771173
Mo2C_100_0_Co_2_O_0_2_5100.graphml,-3.545,-3.1430485
Mo2C_001_0_Ni_1_O_0_5_5102.graphml,-2.04,-3.009151
Mo2C_100_5_Au_2_O_0_0_5104.graphml,-5.002,-4.917363
Mo2C_010_2_Pt_1_O_0_7_5105.graphml,-2.151,-2.158352
Mo2C_100_0_Cu_2_O_0_8_5106.graphml,-3.181,-3.0484931
Mo2C_100_0_W_3_O_0_11_5109.graphml,-2.838,-2.6388197
Mo2C_100_3_Ir_2_O_0_9_5139.graphml,-2.522,-2.5496054
Mo2C_011_9_Cd_0_O_0_3_5140.graphml,-4.407,-4.2927403
Mo2C_100_0_Mn_1_O_0_13_5141.graphml,-3.554,-3.0687737
Mo2C_100_5_Ag_2_O_0_13_5143.graphml,-4.99,-4.9417434
Mo2C_010_0_Pt_0_O_0_2_5154.graphml,-2.15,-2.1583521
Mo2C_011_6_Ti_0_O_0_3_5158.graphml,-4.678999999999999,-4.6896977
Mo2C_101_7_Ag_0_O_0_8_5165.graphml,-3.6860000000000004,-3.64556
Mo2C_100_0_Pd_3_O_0_13_5171.graphml,-2.81,-2.7581785
Mo2C_100_0_Ti_3_O_0_10_5172.graphml,-3.803,-3.9086244
Mo2C_010_2_Zn_1_O_0_4_5174.graphml,-3.8560000000000003,-3.4892092
Mo2C_100_2_Os_0_O_0_22_5182.graphml,-4.298,-4.3393955
Mo2C_100_2_Zn_0_O_0_22_5185.graphml,-4.209,-3.8602116
Mo2C_100_5_Ag_1_O_0_5_5193.graphml,-4.035,-4.108462
Mo2C_100_5_Ta_3_O_0_0_5216.graphml,-3.2710000000000004,-3.3676105
Mo2C_010_2_Ti_1_O_0_0_5229.graphml,-5.21,-5.486365
Mo2C_001_5_Fe_0_O_0_4_5238.graphml,-4.591,-4.6216793
Mo2C_101_2_Cr_0_O_0_1_5254.graphml,-4.415,-3.4213507
Mo2C_011_11_Tc_0_O_0_0_5257.graphml,-4.461,-3.864381
Mo2C_100_3_Cr_3_O_0_16_5276.graphml,-3.404,-3.406525
Mo2C_001_5_Ta_1_O_0_0_5284.graphml,-3.906,-4.598779
Mo2C_101_7_Os_0_O_0_9_5300.graphml,-3.452,-3.2784781
Mo2C_100_5_Pt_1_O_0_10_5306.graphml,-3.784,-4.1471004
Mo2C_001_0_Pd_1_O_0_6_5317.graphml,-3.74,-3.732838
Mo2C_100_3_Tc_1_O_0_8_5318.graphml,-3.233,-3.283334
Mo2C_100_1_Au_1_O_0_1_5321.graphml,-3.364,-3.3315666
Mo2C_101_2_Ni_1_O_0_10_5326.graphml,-3.753,-3.442887
Mo2C_110_2_V_1_O_0_7_5330.graphml,-3.737,-3.9952643
Mo2C_110_3_Fe_1_O_0_4_5340.graphml,-2.524,-2.5979955
Mo2C_100_5_W_1_O_0_7_5347.graphml,-5.0280000000000005,-4.9499125
Mo2C_001_0_Tc_1_O_0_2_5349.graphml,-3.123,-3.0933607
Mo2C_100_1_Os_0_O_0_0_5354.graphml,-4.484,-4.7397537
Mo2C_111_6_Cr_0_O_0_2_5357.graphml,-2.71,-2.7456777
Mo2C_001_1_W_1_O_0_8_5360.graphml,-2.9760000000000004,-3.023015
Mo2C_111_5_Ni_0_O_0_5_5362.graphml,-2.866,-2.6884496
Mo2C_101_0_W_0_O_0_11_5373.graphml,-1.251,-1.1204515
Mo2C_100_1_Tc_1_O_0_0_5380.graphml,-4.678,-4.855922
Mo2C_100_2_Ti_2_O_0_19_5385.graphml,-5.233,-4.692806
Mo2C_011_1_Pd_0_O_0_3_5400.graphml,-2.926,-3.0071597
Mo2C_100_0_Os_0_O_0_12_5418.graphml,-3.4010000000000002,-3.380565
Mo2C_011_6_Co_0_O_0_0_5424.graphml,-3.405,-3.3550155
Mo2C_100_5_W_0_O_0_9_5425.graphml,-5.067,-4.8853097
Mo2C_001_1_Pd_0_O_0_4_5432.graphml,-0.767,-0.8321292
Mo2C_010_3_Co_0_O_0_6_5435.graphml,-3.265,-3.152382
Mo2C_100_2_Rh_0_O_0_8_5444.graphml,-4.3839999999999995,-4.703331
Mo2C_001_1_Ag_0_O_0_2_5456.graphml,-3.92,-3.9569695
Mo2C_100_0_Ag_1_O_0_15_5459.graphml,-1.32,-1.5815047
Mo2C_110_4_Ir_1_O_0_4_5463.graphml,-2.181,-1.725088
Mo2C_100_3_Au_1_O_0_12_5476.graphml,-1.278,-1.4459866
Mo2C_100_5_Ni_0_O_0_0_5481.graphml,-4.504,-4.5784683
Mo2C_100_2_Cr_2_O_0_7_5486.graphml,-4.512,-4.5631533
Mo2C_100_0_Mn_3_O_0_16_5490.graphml,-3.484,-3.3228467
Mo2C_100_2_Mn_3_O_0_4_5506.graphml,-4.435,-4.7396755
Mo2C_001_4_Os_1_O_0_2_5511.graphml,-3.782,-4.0696173
Mo2C_100_4_Cr_0_O_0_5_5513.graphml,-2.7569999999999997,-3.2455132
Mo2C_001_4_V_1_O_0_9_5519.graphml,-2.938,-2.8621266
Mo2C_100_3_Ru_3_O_0_18_5523.graphml,-3.698,-3.687279
Mo2C_110_3_Cd_1_O_0_11_5526.graphml,-2.01,-1.8860725
Mo2C_100_2_Nb_0_O_0_1_5529.graphml,-3.326,-3.524865
Mo2C_100_5_Cu_1_O_0_0_5548.graphml,-3.471,-3.4796412
Mo2C_011_3_Ir_0_O_0_1_5556.graphml,-4.6819999999999995,-4.428838
Mo2C_001_5_Ir_1_O_0_0_5558.graphml,-3.466,-3.4574249
Mo2C_011_9_Re_0_O_0_2_5563.graphml,-3.1210000000000004,-3.0848951
Mo2C_010_0_Ir_1_O_0_3_5566.graphml,-3.727,-3.6418705
Mo2C_011_0_Cr_0_O_0_1_5573.graphml,-4.575,-4.53436
Mo2C_001_1_Zn_1_O_0_10_5574.graphml,-1.8869999999999998,-1.9735266
Mo2C_101_4_Co_1_O_0_5_5581.graphml,-3.8360000000000003,-3.599701
Mo2C_100_5_Rh_1_O_0_23_5591.graphml,-4.519,-4.6124268
Mo2C_100_2_Tc_3_O_0_7_5594.graphml,-4.23,-4.1498637
Mo2C_010_0_Au_1_O_0_9_5605.graphml,-3.4010000000000002,-3.3994613
Mo2C_100_3_Fe_2_O_0_3_5609.graphml,-3.1180000000000003,-3.070242
Mo2C_110_2_Au_0_O_0_8_5610.graphml,-3.4739999999999998,-3.342726
Mo2C_001_0_Nb_1_O_0_4_5648.graphml,-1.99,-2.0133955
Mo2C_101_2_Nb_1_O_0_11_5659.graphml,-3.5239999999999996,-3.5300758
Mo2C_001_1_Rh_0_O_0_10_5662.graphml,-2.948,-3.0398853
Mo2C_110_4_Pt_0_O_0_11_5666.graphml,-1.8719999999999999,-1.9559902
Mo2C_100_2_Zn_2_O_0_22_5680.graphml,-4.104,-4.283504
Mo2C_101_2_Ru_1_O_0_9_5695.graphml,-3.108,-3.1186943
Mo2C_001_4_Fe_0_O_0_10_5696.graphml,-1.655,-1.2851814
Mo2C_111_0_Cu_0_O_0_4_5709.graphml,-4.6530000000000005,-4.181938
Mo2C_100_5_Pd_3_O_0_16_5712.graphml,-3.72,-3.6778622
Mo2C_100_5_Os_3_O_0_2_5716.graphml,-3.37,-3.304225
Mo2C_100_5_Pt_2_O_0_13_5723.graphml,-5.12,-4.740456
Mo2C_100_5_Pd_3_O_0_4_5724.graphml,-3.446,-4.6710844
Mo2C_110_4_Rh_0_O_0_4_5733.graphml,-1.882,-2.7118733
Mo2C_100_5_Ti_1_O_0_20_5745.graphml,-4.592,-4.901381
Mo2C_100_0_Zn_2_O_0_10_5751.graphml,-1.473,-1.6817929
Mo2C_100_5_Re_0_O_0_2_5753.graphml,-3.264,-3.3574512
Mo2C_100_2_Mn_1_O_0_19_5767.graphml,-4.6080000000000005,-4.387057
Mo2C_100_3_Re_0_O_0_19_5770.graphml,-3.219,-3.2730463
Mo2C_110_4_Nb_1_O_0_1_5780.graphml,-3.391,-3.4404528
Mo2C_110_4_Au_1_O_0_5_5783.graphml,-1.97,-2.0791352
Mo2C_110_1_Fe_0_O_0_9_5785.graphml,-4.414,-4.5605483
Mo2C_100_5_Ni_1_O_0_16_5804.graphml,-3.9789999999999996,-4.090705
Mo2C_010_1_V_1_O_0_2_5805.graphml,-3.145,-3.5369127
Mo2C_101_7_Ni_0_O_0_9_5813.graphml,-3.699,-3.7575881
Mo2C_100_2_Co_2_O_0_15_5815.graphml,-4.45,-4.3127427
Mo2C_100_5_Nb_1_O_0_6_5817.graphml,-4.828,-4.976652
Mo2C_101_5_V_1_O_0_10_5819.graphml,-2.387,-2.2125494
Mo2C_001_5_Ru_0_O_0_6_5834.graphml,-4.271,-4.2112055
Mo2C_101_4_Ir_0_O_0_8_5835.graphml,-3.5469999999999997,-3.9075394
Mo2C_100_0_Tc_2_O_0_23_5838.graphml,-2.38,-2.9957335
Mo2C_100_0_Cr_1_O_0_12_5844.graphml,-3.59,-3.48785
Mo2C_110_0_Ir_0_O_0_7_5849.graphml,-3.7260000000000004,-4.1347857
Mo2C_100_2_Ir_0_O_0_4_5851.graphml,-3.738,-3.8133452
Mo2C_100_3_Rh_3_O_0_2_5863.graphml,-3.19,-3.0420644
Mo2C_001_1_Ta_1_O_0_6_5865.graphml,-5.2,-5.327507
Mo2C_101_2_Ta_1_O_0_9_5868.graphml,-3.095,-3.166001
Mo2C_110_3_Co_0_O_0_11_5884.graphml,-2.539,-2.0542147
Mo2C_001_0_V_1_O_0_6_5913.graphml,-3.278,-3.3507807
Mo2C_100_5_Cd_2_O_0_23_5918.graphml,-4.845,-4.759256
Mo2C_100_0_Au_0_O_0_19_5921.graphml,-1.2770000000000001,-1.5385598
Mo2C_101_2_Ni_0_O_0_1_5925.graphml,-3.7239999999999998,-3.5650716
Mo2C_100_5_V_0_O_0_6_5930.graphml,-4.959,-5.1745358
Mo2C_100_3_Cr_1_O_0_8_5940.graphml,-3.313,-3.4878497
Mo2C_010_2_Ru_0_O_0_3_5944.graphml,-3.7960000000000003,-3.4310791
Mo2C_100_5_Nb_2_O_0_0_5963.graphml,-3.346,-3.299189
Mo2C_100_3_Os_3_O_0_20_5965.graphml,-1.8359999999999999,-1.7929263
Mo2C_011_11_Fe_0_O_0_3_5968.graphml,-3.056,-3.6504776
Mo2C_110_2_Mn_1_O_0_1_5969.graphml,-3.924,-4.045666
Mo2C_100_5_Ti_0_O_0_2_5978.graphml,-3.588,-3.977343
Mo2C_100_5_Co_2_O_0_19_5984.graphml,-4.059,-3.6855536
Mo2C_001_1_Ir_1_O_0_5_5989.graphml,-2.969,-2.6906092
Mo2C_100_0_Cr_3_O_0_22_5999.graphml,-3.305,-3.52364
Mo2C_111_4_Cd_0_O_0_3_6006.graphml,-2.75,-2.7858431
Mo2C_101_0_Pt_0_O_0_0_6018.graphml,-2.966,-3.041723
Mo2C_100_2_Cd_0_O_0_3_6025.graphml,-4.421,-3.955581
Mo2C_001_2_Ru_0_O_0_4_6032.graphml,-3.909,-3.920528
Mo2C_100_2_Ru_0_O_0_7_6035.graphml,-3.783,-4.432232
Mo2C_100_5_Ir_2_O_0_16_6043.graphml,-4.555,-4.5360746
Mo2C_110_2_Rh_0_O_0_0_6044.graphml,-3.417,-3.2749553
Mo2C_100_5_Mn_0_O_0_8_6049.graphml,-4.998,-4.894964
Mo2C_100_5_Ir_2_O_0_9_6062.graphml,-3.9410000000000003,-3.3927834
Mo2C_100_2_Pd_1_O_0_6_6068.graphml,-3.708,-4.288319
Mo2C_100_5_Ti_3_O_0_19_6071.graphml,-5.233,-4.692806
Mo2C_001_2_V_1_O_0_7_6076.graphml,-5.297999999999999,-5.3859863
Mo2C_100_0_Ti_1_O_0_12_6079.graphml,-3.491,-3.947553
