MDF_ASEdb_ID,graphFileName,bindingEnergy(eV)
3599,Mo2C_001_5_Co_1_O_0_3_3599.graphml,-4.29569871
3600,Mo2C_100_2_Au_1_O_0_10_3600.graphml,-3.51847719
3602,Mo2C_101_8_Zn_0_O_0_1_3602.graphml,-2.38150719
3603,Mo2C_100_0_Cr_0_O_0_16_3603.graphml,-3.18461044
3605,Mo2C_001_1_Co_0_O_0_6_3605.graphml,-2.6375734
3606,Mo2C_111_5_Os_0_O_0_5_3606.graphml,-2.73372018
3607,Mo2C_101_0_Co_0_O_0_4_3607.graphml,-2.44637469
3608,Mo2C_001_1_W_0_O_0_11_3608.graphml,-2.97310186
3610,Mo2C_100_3_W_2_O_0_0_3610.graphml,-3.47597995
3611,Mo2C_001_4_Pt_0_O_0_11_3611.graphml,-2.92582628
3614,Mo2C_001_3_Co_1_O_0_3_3614.graphml,-3.23875093
3615,Mo2C_001_0_Os_0_O_0_1_3615.graphml,-1.92851112
3617,Mo2C_011_0_Co_0_O_0_3_3617.graphml,-4.58284054
3618,Mo2C_100_0_Tc_3_O_0_22_3618.graphml,-3.12269168
3619,Mo2C_101_9_Nb_0_O_0_10_3619.graphml,-4.38097633
3620,Mo2C_101_2_Pd_1_O_0_0_3620.graphml,-3.47637977
3622,Mo2C_100_5_Nb_1_O_0_2_3622.graphml,-3.4473119
3623,Mo2C_001_4_Zn_0_O_0_0_3623.graphml,-3.81512603
3625,Mo2C_111_3_Au_0_O_0_5_3625.graphml,-2.08713402
3627,Mo2C_100_5_Ag_0_O_0_16_3627.graphml,-4.01647439
3628,Mo2C_101_9_Cd_0_O_0_1_3628.graphml,-3.6630855
3630,Mo2C_101_0_V_0_O_0_8_3630.graphml,-1.37294902
3631,Mo2C_110_2_Ti_0_O_0_8_3631.graphml,-3.5874941
3632,Mo2C_110_2_Au_0_O_0_3_3632.graphml,-4.25762332
3633,Mo2C_100_0_Nb_1_O_0_15_3633.graphml,-3.83026126
3634,Mo2C_100_0_Ru_0_O_0_4_3634.graphml,-3.44683627
3637,Mo2C_110_5_Tc_0_O_0_8_3637.graphml,-2.24854359
3638,Mo2C_010_1_Au_1_O_0_6_3638.graphml,-1.40213291
3639,Mo2C_100_0_Ir_2_O_0_13_3639.graphml,-2.63843517
3641,Mo2C_001_5_Pd_0_O_0_2_3641.graphml,-3.50854894
3642,Mo2C_100_2_Ni_0_O_0_16_3642.graphml,-4.07501047
3643,Mo2C_111_5_Nb_0_O_0_0_3643.graphml,-3.81969909
3645,Mo2C_100_2_Os_2_O_0_10_3645.graphml,-4.10137194
3648,Mo2C_010_3_V_0_O_0_3_3648.graphml,-2.17554791
3649,Mo2C_100_2_Ni_1_O_0_12_3649.graphml,-4.66313583
3651,Mo2C_101_0_Nb_1_O_0_3_3651.graphml,-2.37732722
3653,Mo2C_100_3_Mn_3_O_0_9_3653.graphml,-3.02840007
3654,Mo2C_110_5_Ni_0_O_0_4_3654.graphml,-2.72700623
3655,Mo2C_010_1_W_1_O_0_2_3655.graphml,-3.31046811
3657,Mo2C_100_3_Ti_3_O_0_4_3657.graphml,-3.99712583
3658,Mo2C_100_5_Fe_1_O_0_11_3658.graphml,-4.34618308
3659,Mo2C_001_5_Co_1_O_0_2_3659.graphml,-4.31115188
3660,Mo2C_101_4_Pt_1_O_0_10_3660.graphml,-3.87074729
3662,Mo2C_100_5_Ta_0_O_0_19_3662.graphml,-4.50340326
3664,Mo2C_100_1_Cr_1_O_0_4_3664.graphml,-5.03545578
3666,Mo2C_101_2_Os_1_O_0_2_3666.graphml,-2.32610277
3670,Mo2C_010_0_Ta_1_O_0_6_3670.graphml,-5.08863639
3671,Mo2C_100_5_Ag_0_O_0_23_3671.graphml,-3.94520352
3672,Mo2C_001_4_Ta_0_O_0_0_3672.graphml,-5.19367162
3674,Mo2C_100_0_Cu_3_O_0_21_3674.graphml,-1.71423041
3675,Mo2C_101_7_Zn_1_O_0_2_3675.graphml,-3.49739122
3676,Mo2C_111_7_Tc_0_O_0_3_3676.graphml,-4.39736328
3678,Mo2C_010_2_V_0_O_0_0_3678.graphml,-4.77275527
3681,Mo2C_101_7_Tc_1_O_0_10_3681.graphml,-3.15808221
3682,Mo2C_101_4_Ir_0_O_0_2_3682.graphml,-4.16986296
3683,Mo2C_100_0_Mn_1_O_0_12_3683.graphml,-3.55600929
3685,Mo2C_100_5_Pt_1_O_0_15_3685.graphml,-4.12671285
3688,Mo2C_101_4_Tc_0_O_0_0_3688.graphml,-3.51501495
3689,Mo2C_100_5_Ag_2_O_0_22_3689.graphml,-4.98851588
3690,Mo2C_101_7_Cd_0_O_0_6_3690.graphml,-3.68035773
3693,Mo2C_100_1_Ta_0_O_0_5_3693.graphml,-3.43004844
3694,Mo2C_011_3_Ru_0_O_0_0_3694.graphml,-2.64160361
3695,Mo2C_101_2_Cu_0_O_0_8_3695.graphml,-3.25447475
3697,Mo2C_101_5_Pd_1_O_0_8_3697.graphml,-3.59479107
3698,Mo2C_001_0_Ta_0_O_0_1_3698.graphml,-4.43114206
3700,Mo2C_011_1_Rh_0_O_0_0_3700.graphml,-4.12172424
3701,Mo2C_001_1_Zn_1_O_0_4_3701.graphml,-3.90894274
3702,Mo2C_100_5_Pd_3_O_0_11_3702.graphml,-4.78238677
3703,Mo2C_001_0_Cr_0_O_0_5_3703.graphml,-1.99793077
3705,Mo2C_100_0_V_0_O_0_2_3705.graphml,-3.42723566
3706,Mo2C_100_3_Cd_3_O_0_9_3706.graphml,-3.18601442
3707,Mo2C_111_4_Ti_0_O_0_0_3707.graphml,-4.39269441
3708,Mo2C_001_0_Mn_0_O_0_4_3708.graphml,-3.01654427
3709,Mo2C_001_1_Cu_1_O_0_0_3709.graphml,-3.85814268
3711,Mo2C_100_5_Pt_3_O_0_7_3711.graphml,-5.119992400000001
3713,Mo2C_101_9_Co_0_O_0_0_3713.graphml,-4.71493404
3714,Mo2C_101_0_Zn_1_O_0_9_3714.graphml,-2.16447274
3715,Mo2C_100_5_Co_2_O_0_20_3715.graphml,-3.59428079
3716,Mo2C_011_1_Pt_0_O_0_1_3716.graphml,-3.04616396
3717,Mo2C_110_2_W_1_O_0_1_3717.graphml,-3.93536445
3718,Mo2C_100_2_Re_3_O_0_22_3718.graphml,-5.07930886
3719,Mo2C_011_0_V_0_O_0_2_3719.graphml,-4.06215735
3720,Mo2C_111_9_Ni_0_O_0_3_3720.graphml,-3.09957843
3721,Mo2C_100_3_Os_1_O_0_2_3721.graphml,-3.49848399
3722,Mo2C_110_0_V_0_O_0_11_3722.graphml,-4.49976288
3723,Mo2C_101_0_Ag_1_O_0_6_3723.graphml,-3.58438682
3724,Mo2C_010_1_Ir_1_O_0_0_3724.graphml,-4.33637382
3725,Mo2C_010_0_Ti_1_O_0_9_3725.graphml,-2.68313732
3726,Mo2C_100_3_Tc_3_O_0_18_3726.graphml,-3.03505564
3727,Mo2C_100_0_Zn_3_O_0_19_3727.graphml,-3.01352389
3728,Mo2C_100_2_Pt_3_O_0_18_3728.graphml,-4.67300769
3729,Mo2C_101_9_Cu_0_O_0_9_3729.graphml,-3.56174544
3730,Mo2C_010_2_Mn_1_O_0_1_3730.graphml,-4.24787385
3735,Mo2C_100_2_Ni_2_O_0_5_3735.graphml,-3.904232
3736,Mo2C_110_3_Re_0_O_0_0_3736.graphml,-2.99407062
3737,Mo2C_010_0_Ag_0_O_0_1_3737.graphml,-4.10033344
3738,Mo2C_010_0_Cu_1_O_0_9_3738.graphml,-3.25076683
3739,Mo2C_101_7_Pt_0_O_0_11_3739.graphml,-3.17739929
3740,Mo2C_110_1_Pd_1_O_0_7_3740.graphml,-4.40644847
3742,Mo2C_101_5_Au_1_O_0_6_3742.graphml,-1.75012043
3743,Mo2C_100_2_Ni_3_O_0_17_3743.graphml,-5.21020699
3745,Mo2C_100_4_Ir_1_O_0_6_3745.graphml,-3.7383078
3748,Mo2C_100_2_Ti_1_O_0_4_3748.graphml,-4.62197402
3749,Mo2C_100_0_Cd_3_O_0_21_3749.graphml,-3.29860378
3750,Mo2C_100_5_Co_1_O_0_17_3750.graphml,-4.40255315
3751,Mo2C_101_7_Cu_0_O_0_2_3751.graphml,-3.74811417
3752,Mo2C_011_7_Zn_0_O_0_3_3752.graphml,-2.89324021
3753,Mo2C_110_3_Co_1_O_0_1_3753.graphml,-2.53659502
3754,Mo2C_001_2_Os_1_O_0_1_3754.graphml,-3.21109556
3757,Mo2C_100_0_Pd_3_O_0_19_3757.graphml,-2.88329613
3758,Mo2C_100_0_Ru_1_O_0_22_3758.graphml,-3.24102254
3759,Mo2C_100_0_Ag_1_O_0_11_3759.graphml,-3.50273223
3760,Mo2C_100_5_Ni_1_O_0_18_3760.graphml,-4.72774293
3761,Mo2C_011_5_Ti_0_O_0_0_3761.graphml,-5.22282025
3763,Mo2C_011_0_Fe_0_O_0_0_3763.graphml,-3.614079
3764,Mo2C_101_4_Ti_1_O_0_11_3764.graphml,-3.53643219
3765,Mo2C_100_0_Cu_0_O_0_15_3765.graphml,-3.48014932
3768,Mo2C_101_2_Co_0_O_0_8_3768.graphml,-3.30509338
3769,Mo2C_110_1_Cu_1_O_0_10_3769.graphml,-3.98824168
3773,Mo2C_001_1_Zn_1_O_0_3_3773.graphml,-3.86320156
3774,Mo2C_100_0_Ni_0_O_0_15_3774.graphml,-4.58424072
3776,Mo2C_100_3_Fe_3_O_0_2_3776.graphml,-3.11795049
3777,Mo2C_100_2_Zn_3_O_0_7_3777.graphml,-3.7309596
3778,Mo2C_101_2_Fe_1_O_0_0_3778.graphml,-3.93612472
3779,Mo2C_001_3_Tc_1_O_0_0_3779.graphml,-1.87568256
3780,Mo2C_100_5_Cr_3_O_0_16_3780.graphml,-4.08649462
3781,Mo2C_100_0_Au_0_O_0_3_3781.graphml,-3.54239323
3782,Mo2C_100_1_Nb_0_O_0_6_3782.graphml,-5.40216842
3787,Mo2C_010_3_Re_1_O_0_6_3787.graphml,-2.81636003
3788,Mo2C_101_5_Ir_0_O_0_11_3788.graphml,-2.24937209
3790,Mo2C_100_2_Os_1_O_0_13_3790.graphml,-4.29696297
3791,Mo2C_110_1_Os_1_O_0_3_3791.graphml,-4.01178323
3792,Mo2C_001_4_Os_0_O_0_11_3792.graphml,-1.49785197
3794,Mo2C_001_3_Cd_1_O_0_5_3794.graphml,-5.38061066
3795,Mo2C_100_0_W_2_O_0_12_3795.graphml,-3.6466135
3796,Mo2C_001_0_Fe_1_O_0_1_3796.graphml,-3.43866591
3797,Mo2C_100_5_Cd_2_O_0_21_3797.graphml,-3.99688086
3800,Mo2C_100_2_Tc_2_O_0_10_3800.graphml,-4.42729988
3802,Mo2C_101_2_Fe_0_O_0_2_3802.graphml,-3.69781309
3804,Mo2C_100_1_Ti_1_O_0_0_3804.graphml,-5.55534715
3805,Mo2C_100_5_Mn_1_O_0_9_3805.graphml,-4.99503015
3806,Mo2C_100_3_Os_2_O_0_5_3806.graphml,-3.00275847
3808,Mo2C_001_1_Ta_1_O_0_8_3808.graphml,-5.19858368
3809,Mo2C_101_5_Fe_0_O_0_5_3809.graphml,-1.48728154
3811,Mo2C_100_3_Zn_1_O_0_5_3811.graphml,-2.47276588
3812,Mo2C_101_5_Co_1_O_0_8_3812.graphml,-1.32820907
3815,Mo2C_001_1_Os_0_O_0_8_3815.graphml,-1.49844951
3816,Mo2C_100_2_Re_0_O_0_21_3816.graphml,-4.36906412
3817,Mo2C_101_5_Ta_1_O_0_2_3817.graphml,-2.93061785
3819,Mo2C_100_5_Re_3_O_0_16_3819.graphml,-3.63957209
3821,Mo2C_100_2_Cu_2_O_0_15_3821.graphml,-4.17378543
3822,Mo2C_110_5_Zn_1_O_0_1_3822.graphml,-3.18493683
3824,Mo2C_010_0_W_0_O_0_7_3824.graphml,-4.76215598
3826,Mo2C_101_0_Os_0_O_0_0_3826.graphml,-3.72370671
3827,Mo2C_110_5_Tc_1_O_0_4_3827.graphml,-2.34096552
3828,Mo2C_110_5_Tc_0_O_0_0_3828.graphml,-3.80099275
3829,Mo2C_110_0_Ag_1_O_0_4_3829.graphml,-4.64535935
3831,Mo2C_100_5_Ta_2_O_0_10_3831.graphml,-4.89042287
3832,Mo2C_100_1_Mn_0_O_0_1_3832.graphml,-4.82114852
3834,Mo2C_001_1_Cu_0_O_0_5_3834.graphml,-1.75844671
3836,Mo2C_100_0_Co_0_O_0_19_3836.graphml,-3.83377452
3838,Mo2C_101_4_Cu_1_O_0_4_3838.graphml,-3.67434964
3839,Mo2C_010_2_Ir_0_O_0_0_3839.graphml,-3.72696496
3841,Mo2C_100_2_Ti_0_O_0_7_3841.graphml,-5.10107573
3842,Mo2C_100_2_W_2_O_0_16_3842.graphml,-4.03620025
3845,Mo2C_100_3_Cu_1_O_0_21_3845.graphml,-4.00656673
3846,Mo2C_101_7_Pd_1_O_0_11_3846.graphml,-3.01818282
3847,Mo2C_010_1_V_0_O_0_3_3847.graphml,-2.91157359
3848,Mo2C_010_2_W_1_O_0_9_3848.graphml,-2.10475728
3851,Mo2C_100_2_Os_1_O_0_4_3851.graphml,-4.48394263
3852,Mo2C_001_0_Re_1_O_0_2_3852.graphml,-3.14832657
3853,Mo2C_100_2_Os_1_O_0_15_3853.graphml,-4.32515891
3854,Mo2C_100_5_Rh_3_O_0_7_3854.graphml,-5.18729997
3856,Mo2C_100_2_Mn_3_O_0_11_3856.graphml,-4.19132079
3857,Mo2C_100_5_Cr_1_O_0_12_3857.graphml,-4.65131881
3858,Mo2C_101_4_W_1_O_0_7_3858.graphml,-4.31422471
3859,Mo2C_111_6_Co_0_O_0_1_3859.graphml,-2.23850418
3861,Mo2C_100_2_Nb_2_O_0_21_3861.graphml,-4.89709531
3862,Mo2C_110_1_Os_1_O_0_4_3862.graphml,-3.9580567
3866,Mo2C_100_2_Co_3_O_0_21_3866.graphml,-4.76625488
3868,Mo2C_101_5_Ru_0_O_0_5_3868.graphml,-1.45863166
3870,Mo2C_110_0_Ta_1_O_0_7_3870.graphml,-4.66020162
3871,Mo2C_001_0_Cr_1_O_0_0_3871.graphml,-3.50004587
3872,Mo2C_111_3_Fe_0_O_0_5_3872.graphml,-2.24051814
3873,Mo2C_100_5_Mn_1_O_0_21_3873.graphml,-4.60729406
3874,Mo2C_101_5_Ir_0_O_0_4_3874.graphml,-3.73911096
3875,Mo2C_101_8_Ag_0_O_0_1_3875.graphml,-2.61873039
3878,Mo2C_100_0_Tc_3_O_0_19_3878.graphml,-3.07072719
3879,Mo2C_001_1_Fe_0_O_0_6_3879.graphml,-2.65521941
3880,Mo2C_110_1_Ir_1_O_0_5_3880.graphml,-4.08829426
3881,Mo2C_001_2_Zn_1_O_0_4_3881.graphml,-4.06849815
3882,Mo2C_100_3_Co_3_O_0_1_3882.graphml,-3.5389249
3883,Mo2C_111_4_Nb_0_O_0_2_3883.graphml,-2.1723544
3884,Mo2C_111_1_Pd_0_O_0_2_3884.graphml,-4.23862283
3886,Mo2C_100_2_Ta_0_O_0_6_3886.graphml,-5.01582057
3887,Mo2C_011_3_Pt_0_O_0_1_3887.graphml,-4.77373519
3888,Mo2C_100_2_V_2_O_0_1_3888.graphml,-3.4887982
3889,Mo2C_001_2_Cd_1_O_0_2_3889.graphml,-4.16590282
3890,Mo2C_100_2_V_1_O_0_8_3890.graphml,-5.44255542
3891,Mo2C_111_3_Co_0_O_0_4_3891.graphml,-3.72323016
3893,Mo2C_110_2_Co_1_O_0_5_3893.graphml,-4.18345192
3898,Mo2C_001_3_Ta_0_O_0_5_3898.graphml,-2.94181795
3899,Mo2C_100_2_Ru_2_O_0_5_3899.graphml,-4.01152987
3902,Mo2C_100_3_Pd_0_O_0_9_3902.graphml,-1.94746243
3903,Mo2C_100_2_Ni_0_O_0_0_3903.graphml,-4.50487935
3905,Mo2C_110_0_Ag_0_O_0_9_3905.graphml,-4.10797941
3906,Mo2C_100_2_V_3_O_0_10_3906.graphml,-4.78652205
3907,Mo2C_100_2_Ru_2_O_0_14_3907.graphml,-4.43180072
3908,Mo2C_001_3_Ru_1_O_0_3_3908.graphml,-2.26644138
3910,Mo2C_100_3_Mn_0_O_0_9_3910.graphml,-3.57213481
3911,Mo2C_101_5_Au_0_O_0_3_3911.graphml,-3.92040116
3913,Mo2C_011_5_Au_0_O_0_1_3913.graphml,-4.00280195
3914,Mo2C_111_3_Pd_0_O_0_4_3914.graphml,-3.65514028
3916,Mo2C_101_5_Zn_1_O_0_6_3916.graphml,-1.5805775
3917,Mo2C_110_5_Tc_0_O_0_5_3917.graphml,-2.47651899
3919,Mo2C_100_4_Os_0_O_0_0_3919.graphml,-4.48400257
3920,Mo2C_101_2_Pt_0_O_0_11_3920.graphml,-3.59032346
3921,Mo2C_100_2_Zn_0_O_0_5_3921.graphml,-4.54239002
3923,Mo2C_001_4_Zn_1_O_0_3_3923.graphml,-1.88586229
3926,Mo2C_100_5_V_0_O_0_20_3926.graphml,-4.15236077
3927,Mo2C_100_1_Zn_0_O_0_5_3927.graphml,-2.39658389
3929,Mo2C_111_8_Tc_0_O_0_1_3929.graphml,-5.0754405999999985
3930,Mo2C_010_0_Nb_0_O_0_2_3930.graphml,-3.94891191
3931,Mo2C_001_5_Ta_0_O_0_0_3931.graphml,-4.03367712
3932,Mo2C_110_0_Cr_1_O_0_3_3932.graphml,-4.81136839
3933,Mo2C_100_5_Ag_0_O_0_6_3933.graphml,-4.43144964
3934,Mo2C_101_0_Cu_0_O_0_8_3934.graphml,-4.04563063
3935,Mo2C_100_5_W_0_O_0_15_3935.graphml,-5.0682226
3938,Mo2C_110_5_Cr_0_O_0_0_3938.graphml,-3.92018905
3939,Mo2C_110_5_Ti_0_O_0_8_3939.graphml,-2.78924527
3940,Mo2C_110_1_Ag_0_O_0_2_3940.graphml,-3.74976388
3941,Mo2C_100_0_Nb_1_O_0_10_3941.graphml,-3.43022371
3944,Mo2C_010_3_Ta_1_O_0_3_3944.graphml,-2.25386162
3945,Mo2C_011_2_Ta_0_O_0_2_3945.graphml,-2.64062882
3946,Mo2C_010_0_Fe_0_O_0_1_3946.graphml,-3.75775558
3948,Mo2C_110_0_Au_1_O_0_3_3948.graphml,-4.07085329
3950,Mo2C_101_9_Ru_1_O_0_6_3950.graphml,-4.00654328
3951,Mo2C_101_5_Fe_0_O_0_3_3951.graphml,-3.54493455
3952,Mo2C_110_5_V_0_O_0_3_3952.graphml,-2.69937303
3953,Mo2C_110_5_Pd_0_O_0_8_3953.graphml,-2.59783062
3954,Mo2C_100_5_Ru_0_O_0_15_3954.graphml,-4.5062453
3955,Mo2C_100_3_W_0_O_0_10_3955.graphml,-3.56826248
3956,Mo2C_010_0_Re_0_O_0_0_3956.graphml,-3.7576278
3957,Mo2C_001_0_Pd_0_O_0_2_3957.graphml,-3.74048657
3958,Mo2C_001_4_Os_1_O_0_5_3958.graphml,-3.81570349
3962,Mo2C_100_3_Ni_1_O_0_20_3962.graphml,-3.69116022
3964,Mo2C_100_0_Re_1_O_0_13_3964.graphml,-3.21753335
3967,Mo2C_001_1_Co_1_O_0_7_3967.graphml,-1.88464448
3970,Mo2C_110_5_Cu_0_O_0_11_3970.graphml,-2.62289919
3973,Mo2C_101_0_Nb_0_O_0_8_3973.graphml,-1.27503274
3974,Mo2C_110_2_Ni_0_O_0_5_3974.graphml,-3.57879399
3975,Mo2C_100_3_Nb_0_O_0_21_3975.graphml,-3.4568512000000005
3977,Mo2C_010_0_W_0_O_0_4_3977.graphml,-4.76089652
3978,Mo2C_100_5_Ni_3_O_0_4_3978.graphml,-3.90255153
3979,Mo2C_100_5_Au_1_O_0_5_3979.graphml,-3.82902417
3980,Mo2C_100_4_Ta_1_O_0_6_3980.graphml,-5.66027088
3981,Mo2C_001_0_Rh_1_O_0_0_3981.graphml,-2.32882321
3982,Mo2C_100_2_Tc_3_O_0_10_3982.graphml,-4.5846926
3983,Mo2C_101_7_Ir_0_O_0_0_3983.graphml,-3.55406868
3985,Mo2C_100_0_W_0_O_0_2_3985.graphml,-3.25456039
3986,Mo2C_111_0_Co_0_O_0_4_3986.graphml,-4.89552545
3988,Mo2C_001_4_W_0_O_0_0_3988.graphml,-4.56529956
3989,Mo2C_001_0_Fe_0_O_0_4_3989.graphml,-3.11992292
3990,Mo2C_010_2_Pd_0_O_0_8_3990.graphml,-3.42120049
3992,Mo2C_100_0_Cd_0_O_0_2_3992.graphml,-3.20398222
3993,Mo2C_101_0_Ir_1_O_0_8_3993.graphml,-1.175701
3994,Mo2C_001_1_Nb_1_O_0_3_3994.graphml,-4.92229532
3997,Mo2C_101_7_Ag_1_O_0_1_3997.graphml,-3.43660534
3998,Mo2C_100_3_Co_3_O_0_5_3998.graphml,-3.21957832
3999,Mo2C_110_2_Ru_1_O_0_5_3999.graphml,-4.09945366
4000,Mo2C_100_2_Rh_3_O_0_21_4000.graphml,-4.66214639
4001,Mo2C_111_6_Ir_0_O_0_1_4001.graphml,-2.11617172
4002,Mo2C_100_3_Rh_2_O_0_10_4002.graphml,-2.76005721
4003,Mo2C_001_4_V_0_O_0_6_4003.graphml,-2.93499963
4005,Mo2C_101_9_W_1_O_0_3_4005.graphml,-2.17720565
4006,Mo2C_110_5_Mn_0_O_0_11_4006.graphml,-2.62466103
4009,Mo2C_001_4_Tc_0_O_0_2_4009.graphml,-4.19345012
4010,Mo2C_100_3_Ta_3_O_0_19_4010.graphml,-4.08828522
4012,Mo2C_100_2_Ti_2_O_0_14_4012.graphml,-5.38565785
4013,Mo2C_100_5_Co_0_O_0_19_4013.graphml,-4.64295785
4015,Mo2C_011_2_Re_0_O_0_1_4015.graphml,-4.15355734
4017,Mo2C_100_5_Mn_0_O_0_10_4017.graphml,-4.60742627
4018,Mo2C_101_2_Pd_1_O_0_4_4018.graphml,-3.01587063
4019,Mo2C_100_0_Zn_1_O_0_5_4019.graphml,-1.68642295
4020,Mo2C_101_4_Nb_0_O_0_5_4020.graphml,-3.4796435
4023,Mo2C_100_2_Cd_3_O_0_0_4023.graphml,-4.84523049
4025,Mo2C_100_5_Zn_3_O_0_1_4025.graphml,-5.02580502
4026,Mo2C_100_5_Cr_0_O_0_17_4026.graphml,-4.66330802
4027,Mo2C_010_1_Zn_0_O_0_7_4027.graphml,-3.68668683
4029,Mo2C_100_4_Ti_1_O_0_4_4029.graphml,-5.33883208
4031,Mo2C_001_2_Cu_1_O_0_5_4031.graphml,-3.84478334
4032,Mo2C_100_2_V_2_O_0_23_4032.graphml,-4.88547339
4033,Mo2C_100_3_Os_1_O_0_4_4033.graphml,-3.45402005
4034,Mo2C_101_4_Mn_1_O_0_0_4034.graphml,-3.6626453
4036,Mo2C_111_6_Cd_0_O_0_0_4036.graphml,-3.8588595
4037,Mo2C_001_4_Ti_1_O_0_0_4037.graphml,-5.01227793
4038,Mo2C_100_0_Cr_2_O_0_15_4038.graphml,-3.40615623
4039,Mo2C_001_5_Ru_0_O_0_4_4039.graphml,-4.15093235
4041,Mo2C_100_2_Os_3_O_0_23_4041.graphml,-5.15012346
4043,Mo2C_100_5_V_3_O_0_14_4043.graphml,-5.36903722
4044,Mo2C_100_0_Pt_2_O_0_19_4044.graphml,-2.66386637
4045,Mo2C_101_0_V_0_O_0_0_4045.graphml,-4.77055334
4047,Mo2C_001_4_Pd_1_O_0_11_4047.graphml,-2.95324253
4048,Mo2C_001_1_V_1_O_0_6_4048.graphml,-4.973772900000001
4049,Mo2C_100_0_Au_1_O_0_15_4049.graphml,-1.27482787
4050,Mo2C_100_0_Os_3_O_0_12_4050.graphml,-2.61639198
4052,Mo2C_010_1_Nb_0_O_0_7_4052.graphml,-4.00917393
4053,Mo2C_100_1_Rh_0_O_0_0_4053.graphml,-4.04390219
4054,Mo2C_001_4_Cd_0_O_0_1_4054.graphml,-4.06897932
4055,Mo2C_010_1_Pt_1_O_0_7_4055.graphml,-4.55255053
4056,Mo2C_100_1_Ru_1_O_0_5_4056.graphml,-2.63337941
4057,Mo2C_100_5_Ti_1_O_0_21_4057.graphml,-4.62092301
4062,Mo2C_100_5_Os_3_O_0_3_4062.graphml,-4.26820089
4064,Mo2C_001_2_Tc_1_O_0_5_4064.graphml,-4.24056806
4065,Mo2C_010_2_Cu_0_O_0_1_4065.graphml,-3.82788617
4067,Mo2C_011_11_Co_0_O_0_1_4067.graphml,-2.64598556
4068,Mo2C_110_0_Ru_1_O_0_3_4068.graphml,-3.67849255
4069,Mo2C_110_5_Au_1_O_0_8_4069.graphml,-2.56252073
4070,Mo2C_101_0_Tc_0_O_0_8_4070.graphml,-1.41922484
4071,Mo2C_101_5_Cu_1_O_0_7_4071.graphml,-1.92658233
4072,Mo2C_101_9_Pt_1_O_0_9_4072.graphml,-3.8713796
4074,Mo2C_101_4_Ta_0_O_0_9_4074.graphml,-3.47439375
4077,Mo2C_111_7_Mn_0_O_0_2_4077.graphml,-3.93504434
4078,Mo2C_100_2_Au_1_O_0_0_4078.graphml,-3.2699083
4079,Mo2C_010_1_Pd_1_O_0_1_4079.graphml,-4.53547871
4080,Mo2C_100_4_Ti_0_O_0_0_4080.graphml,-5.55290912
4081,Mo2C_111_7_Rh_0_O_0_0_4081.graphml,-3.86970961
4086,Mo2C_001_2_Rh_0_O_0_2_4086.graphml,-3.95872488
4087,Mo2C_001_1_Ti_0_O_0_3_4087.graphml,-5.01275311
4088,Mo2C_100_2_Pt_1_O_0_15_4088.graphml,-4.12531022
4089,Mo2C_010_2_Cd_0_O_0_7_4089.graphml,-2.68183174
4090,Mo2C_101_4_Pd_0_O_0_1_4090.graphml,-3.60591054
4091,Mo2C_011_2_Ir_0_O_0_2_4091.graphml,-2.87328747
4094,Mo2C_110_0_Ru_0_O_0_0_4094.graphml,-2.85915799
4095,Mo2C_101_0_Os_0_O_0_7_4095.graphml,-3.58194213
4098,Mo2C_001_4_Ti_0_O_0_9_4098.graphml,-5.01266712
4099,Mo2C_100_5_Rh_0_O_0_3_4099.graphml,-3.58617039
4101,Mo2C_100_5_Mn_2_O_0_9_4101.graphml,-4.90100977
4103,Mo2C_100_3_Cu_3_O_0_23_4103.graphml,-3.1794292
4104,Mo2C_100_2_V_2_O_0_17_4104.graphml,-4.788263099999999
4105,Mo2C_100_0_Ti_1_O_0_21_4105.graphml,-3.19992757
4107,Mo2C_111_3_Cd_0_O_0_2_4107.graphml,-3.18990886
4108,Mo2C_100_0_Cu_0_O_0_0_4108.graphml,-1.06266093
4109,Mo2C_100_3_Cu_2_O_0_7_4109.graphml,-3.18296528
4110,Mo2C_100_0_Pd_3_O_0_22_4110.graphml,-2.80747989
4112,Mo2C_010_2_Cr_0_O_0_9_4112.graphml,-3.31647531
4113,Mo2C_110_1_Os_1_O_0_6_4113.graphml,-4.08478931
4115,Mo2C_110_1_Cd_0_O_0_4_4115.graphml,-4.16475269
4116,Mo2C_101_0_Cu_1_O_0_1_4116.graphml,-5.54755335
4118,Mo2C_011_0_Co_0_O_0_1_4118.graphml,-4.58382436
4119,Mo2C_001_0_Ag_1_O_0_6_4119.graphml,-3.72300701
4120,Mo2C_100_2_Tc_1_O_0_23_4120.graphml,-4.22349206
4121,Mo2C_011_7_Au_0_O_0_3_4121.graphml,-2.83020836
4122,Mo2C_110_4_Pd_1_O_0_11_4122.graphml,-1.83949057
4124,Mo2C_101_7_Re_1_O_0_4_4124.graphml,-3.31124412
4126,Mo2C_101_6_Mn_0_O_0_3_4126.graphml,-4.20052826
4127,Mo2C_100_2_Re_1_O_0_17_4127.graphml,-4.36719137
4128,Mo2C_100_3_Ta_1_O_0_18_4128.graphml,-2.98958072
4130,Mo2C_100_3_Rh_2_O_0_1_4130.graphml,-3.57899493
4131,Mo2C_001_3_Ru_1_O_0_1_4131.graphml,-3.31981169
4133,Mo2C_001_2_Au_0_O_0_7_4133.graphml,-3.3485894
